unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
7;  4;i clienti; 3;computer incontri con; 2;10h sett attività sportiva;1
attraverso;  4;in casa; 3;con clienti e; 2;13 dalle 14,30 alle;1
clinica;  4;in reparto; 3;con una pausa; 2;14 o 8 17;1
due;  4;in studio; 3;dalle 9 alle; 2;14,30 alle 19 smart;1
fare;  4;incontri con; 3;due volte alla; 2;15 min attività fisica;1
incontri;  4;la mattina; 3;e attività fisica; 2;15 min esercizio casa;1
molto;  4;lo alleno; 3;fisica lavoro in; 2;150000 mq una parte;1
palestra;  4;o in; 3;in bus o; 2;17 i pomeriggi li;1
pausa;  4;ora attività; 3;in sala operatoria; 2;18 e rientro a;1
pranzo;  4;pc attività; 3;lavoro in studio; 2;18,30 19.30 davanti al;1
pz;  4;per raggiungere; 3;lavoro in ufficio; 2;18.30 cammino x rientro;1
10;  3;postura del; 3;lavoro principalmente al; 2;19 45 min pausa;1
20;  3;programma del; 3;non svolgo attività; 2;19 circa con una;1
5;  3;pz e; 3;o in metro; 2;19 con una pausa;1
9;  3;raggiungere risultati; 3;pausa pranzo di; 2;19.30 davanti al computer;1
accettabili;  3;risultati accettabili; 3;pc attività fisica; 2;1h gg spostamenti mezzi;1
alleno;  3;sul computer; 3;principalmente al computer; 2;2 3 volte alla;1
almeno;  3;svolgo attività; 3;ricerca lavoro su; 2;2 4 ore settimana;1
appuntamenti;  3;un programma; 3;rientro a casa; 2;2 ai 4 ospedali;1
cammino;  3;valuto equilibrio; 3;studio affine alla; 2;2 giorni a settimana;1
cane;  3;volte alla; 3;su computer incontri; 2;2 ore terrazzo 8;1
colleghi;  3;10 ore; 2;su computer viaggi; 2;2 uno in età;1
cura;  3;15 min; 2;una pausa pranzo; 2;20 del giorno en;1
equilibrio;  3;3 ore; 2;1 anno 4; 1;20 minuti al giorno;1
interventi;  3;3 volte; 2;1 giorno a; 1;3 4 giorni quando;1
lavorativa;  3;4 5; 2;1 ora spostamenti; 1;3 ore al giorno;1
lavori;  3;4 ore; 2;1 vv a; 1;3 volte alla settimana;1
medica;  3;6 ore; 2;10 anni visto; 1;3 volte attività casalinghe;1
minuti;  3;6h sett; 2;10 ore al; 1;30 del giorno a;1
pomeriggio;  3;8 10; 2;10 ore di; 1;30 min attivita fisica;1
postura;  3;9 alle; 2;10h sett attività; 1;30 min divano cena;1
principalmente;  3;a lavoro; 2;13 dalle 14,30; 1;30 su biturnismo e;1
programma;  3;affine alla; 2;14 o 8; 1;4 5 al pomeriggio;1
raggiungere;  3;al lavoro; 2;14,30 alle 19; 1;4 5 ore di;1
risultati;  3;alla ricerca; 2;15 min attività; 1;4 anni e 10;1
scuola;  3;attività clinica; 2;15 min esercizio; 1;4 giorni quando possibile;1
sera;  3;attività domestiche; 2;150000 mq una; 1;4 ore settimana faccio;1
sett;  3;bus o; 2;17 i pomeriggi; 1;4 ore tv 3;1
spesa;  3;casa per; 2;18 e rientro; 1;4 ospedali a seconda;1
spesso;  3;cerco di; 2;18,30 19.30 davanti; 1;40 ufficio 50 pc;1
svolgo;  3;circa 6; 2;18.30 cammino x; 1;45 min pausa pranzo;1
tv;  3;clinica in; 2;19 45 min; 1;5 6 viaggi all'anno;1
un'ora;  3;computer computer; 2;19 circa con; 1;5 al pomeriggio viaggiando;1
valuto;  3;computer in; 2;19 con una; 1;5 ore di lavoro;1
viaggio;  3;computer incontri; 2;19 smart working; 1;50 70 del tempo;1
video;  3;computer riunioni; 2;19.30 davanti al; 1;50 del giorno sono;1
visita;  3;computer viaggi; 2;1h gg spostamenti; 1;50 meetings 60 attività;1
yoga;  3;con pazienti; 2;2 3 volte; 1;50 pc 50 meetings;1
15;  2;con una; 2;2 4 ore; 1;6 7 ore sulla;1
6h;  2;dalle 9; 2;2 ai 4; 1;6 8 mila passi;1
8,30;  2;della casa; 2;2 giorni a; 1;6 alle 8 ore;1
abitualmente;  2;di casa; 2;2 ore terrazzo; 1;6 ore di lavoro;1
affine;  2;di laboratorio; 2;2 uno in; 1;6 ore giornaliere si;1
aggiornamento;  2;e faccio; 2;2 volte anno; 1;6 viaggi all'anno per;1
allenamento;  2;e meeting; 2;20 30 minuti; 1;60 attività esterne viaggi;1
anni;  2;e mi; 2;20 del giorno; 1;6h sett studi musicali;1
anno;  2;e non; 2;20 minuti al; 1;6h sett studio lingue;1
attivita;  2;fisica 2; 2;3 4 giorni; 1;7 30 su biturnismo;1
aula;  2;fisica ogni; 2;3 ore al; 1;7 ore in uff;1
auto;  2;giorno a; 2;3 ore computer; 1;7 ore sonno 1;1
bus;  2;il pc; 2;3 volte alla; 1;7 ore sulla didattica;1
call;  2;il resto; 2;3 volte attività; 1;70 del tempo in;1
campo;  2;in bus; 2;30 del giorno; 1;8 10 ore al;1
cantiere;  2;in laboratorio; 2;30 min attivita; 1;8 10 ore di;1
cerco;  2;in metro; 2;30 min divano; 1;8 14 o 8;1
chirurgica;  2;in sala; 2;30 su biturnismo; 1;8 17 i pomeriggi;1
cinema;  2;in sede; 2;4 5 al; 1;8 mila passi al;1
cinque;  2;la giornata; 2;4 5 ore; 1;8 ore al giorno;1
collaboratori;  2;la sera; 2;4 anni e; 1;8 ore in sala;1
conference;  2;lavorativa di; 2;4 giorni quando; 1;8 ore lavoro 1;1
corsa;  2;lavori domestici; 2;4 ore settimana; 1;8 ore lavoro al;1
covid19;  2;lavoro 8; 2;4 ore tv; 1;8,30 circa 15 min;1
dedico;  2;lavoro dalle; 2;4 ospedali a; 1;8,30 e termine 18,30;1
dell'azienda;  2;lavoro principalmente; 2;40 ufficio 50; 1;8.30 18.30 cammino x;1
divano;  2;lettura di; 2;45 min pausa; 1;8h gg lavoro al;1
domestiche;  2;lettura e; 2;5 6 viaggi; 1;9 19 45 min;1
domestici;  2;libri e; 2;5 al pomeriggio; 1;9 alle 19 circa;1
durante;  2;mezzi pubblici; 2;5 ore di; 1;9 alle 19 con;1
esterne;  2;mi reco; 2;50 2100 persone; 1;a accadimento di genitori;1
genitori;  2;mi sposto; 2;50 70 del; 1;a casa 15 min;1
gg;  2;non svolgo; 2;50 del giorno; 1;a casa di amici;1
giro;  2;ore in; 2;50 meetings 60; 1;a casa per assistere;1
lezione;  2;ore lavoro; 2;50 pc 50; 1;a casa per circa;1
lezioni;  2;per lavoro; 2;6 7 ore; 1;a casa sempre in;1
libri;  2;pranzo di; 2;6 8 mila; 1;a casa una volta;1
macchina;  2;principalmente al; 2;6 alle 8; 1;a concerti al ristorante;1
metro;  2;ricerca lavoro; 2;6 ore di; 1;a fare prove su;1
mezz'ora;  2;rientro a; 2;6 ore giornaliere; 1;a flusso principalmente sedentario;1
mezzi;  2;scuola figli; 2;6 viaggi all'anno; 1;a lavorare sul pc;1
ogni;  2;studio affine; 2;60 attività esterne; 1;a lavoro in automobile;1
organizzative;  2;studio e; 2;6h sett studi; 1;a lezione alla lavagna;1
parte;  2;sul campo; 2;6h sett studio; 1;a piedi o in;1
parto;  2;supporto ai; 2;7 30 su; 1;a riunioni stacco verso;1
personale;  2;tutta la; 2;7 ore in; 1;a scuola figli attività;1
piedi;  2;una pausa; 2;7 ore sonno; 1;a seconda degli appuntamenti;1
prevalentemente;  2;uscita con; 2;7 ore sulla; 1;a settimana all’home working;1
prima;  2;viaggi di; 2;70 del tempo; 1;a settimana anche per;1
professionale;  2;1 anno; 1;75 cantiere 25; 1;a settimana attività fisica;1
pubblici;  2;1 giorno; 1;8 14 o; 1;a settimane spesa alimentare;1
qualche;  2;1 vv; 1;8 17 i; 1;a sma miniato presidio;1
raccolta;  2;10 anni; 1;8 mila passi; 1;a volte sperimentazione hardware;1
reco;  2;10h sett; 1;8 ore al; 1;aassisiena diretta al paziente;1
relazioni;  2;13 dalle; 1;8 ore in; 1;abbastanza durante la giornata;1
resto;  2;14 o; 1;8 ore pc; 1;abitualmente da remoto sviluppo;1
rientro;  2;14,30 alle; 1;8,30 circa 15; 1;abitualmente lavoro su pc;1
sede;  2;150000 mq; 1;8,30 e termine; 1;accadimento di genitori anziani;1
sedentario;  2;17 i; 1;8.30 18.30 cammino; 1;accoglienza pazienti costruzione protesi;1
solitamente;  2;18 e; 1;8h gg lavoro; 1;accompagni attività sportive figli;1
solo;  2;18,30 19.30; 1;9 19 45; 1;accompagno a scuola figli;1
sportello;  2;18.30 cammino; 1;a accadimento di; 1;affetti da covid nessuna;1
spostamenti;  2;19 45; 1;a casa 15; 1;affiancamento sul campo circa;1
sposto;  2;19 circa; 1;a casa di; 1;aggiornamento 6 8 mila;1
supporto;  2;19 con; 1;a casa sempre; 1;aggiornamento ricerca clinica attività;1
sveglia;  2;19 smart; 1;a casa una; 1;ai 4 ospedali a;1
teatro;  2;19.30 davanti; 1;a concerti al; 1;ai colleghi clinici risoluzione;1
telefono;  2;1h gg; 1;a fare prove; 1;al centro dalla mattina;1
termine;  2;2 3; 1;a flusso principalmente; 1;al cinema al teatro;1
tutta;  2;2 4; 1;a lavorare sul; 1;al computer circa 3;1
uscita;  2;2 ai; 1;a lavoro in; 1;al computer con dei;1
utilizzo;  2;2 giorni; 1;a lezione alla; 1;al computer coordinamento attività;1
vado;  2;2 ore; 1;a piedi o; 1;al computer e chat;1
varie;  2;2 uno; 1;a pz covid; 1;al computer e in;1
verso;  2;2 volte; 1;a riunioni stacco; 1;al computer elargisco lezioni;1
10h;  1;20 30; 1;a scuola figli; 1;al computer in casa;1
13;  1;20 del; 1;a seconda degli; 1;al computer meeting call;1
14;  1;20 minuti; 1;a settimana all’home; 1;al computer mi sposto;1
14,30;  1;2100 persone; 1;a settimana anche; 1;al computer o sotto;1
150000;  1;3 4; 1;a settimana attività; 1;al computer organizzazione di;1
17;  1;30 del; 1;a settimane spesa; 1;al computer studio ed;1
18;  1;30 minuti; 1;a sma miniato; 1;al computer tenendo saltuariamente;1
18,30;  1;30 su; 1;a termine lavoro; 1;al computer una decina;1
18.30;  1;4 anni; 1;a volte sperimentazione; 1;al giorno 2 giorni;1
19.30;  1;4 giorni; 1;aassisiena diretta al; 1;al giorno 6 7;1
1h;  1;4 ospedali; 1;abbastanza durante la; 1;al giorno attività fisica;1
2100;  1;40 ufficio; 1;abitualmente da remoto; 1;al giorno svolgo attività;1
25;  1;45 min; 1;abitualmente lavoro su; 1;al lavoro al computer;1
40;  1;5 6; 1;accadimento di genitori; 1;al lavoro e dal;1
45;  1;5 al; 1;accoglienza pazienti costruzione; 1;al mac preparazione pasti;1
60;  1;5 ore; 1;accompagni attività sportive; 1;al mattino 4 5;1
70;  1;50 2100; 1;accompagno a scuola; 1;al parco tutti giorni;1
75;  1;50 70; 1;affetti da covid; 1;al paziente e attività;1
8.30;  1;50 del; 1;affiancamento sul campo; 1;al pc 1h gg;1
8h;  1;50 meetings; 1;aggiornamento 6 8; 1;al pc attività domestiche;1
aassisiena;  1;50 pc; 1;aggiornamento ricerca clinica; 1;al pc molte telefonate;1
abbastanza;  1;6 7; 1;ai 4 ospedali; 1;al pc questo prima;1
abituale;  1;6 8; 1;ai colleghi clinici; 1;al pc viaggi nel;1
accadimento;  1;6 alle; 1;al centro dalla; 1;al pomeriggio viaggiando in;1
accoglienza;  1;6 viaggi; 1;al cinema al; 1;al pubblico da sportello;1
accompagni;  1;60 attività; 1;al computer circa; 1;al ristorante a casa;1
accompagno;  1;7 30; 1;al computer con; 1;al teatro a concerti;1
affetti;  1;70 del; 1;al computer coordinamento; 1;alcune volte utilizzo di;1
affiancamento;  1;75 cantiere; 1;al computer elargisco; 1;alimentare attività lavorativa di;1
alcune;  1;8 14; 1;al computer in; 1;all aperto quando si;1
