unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
movimenti; 2;affidabili certo;1;app per banche;1;attività di ritiro oggetti;1
multimediali; 2;affidabili per;1;app per smartphones;1;attività manuali in ambito;1
obbligatori; 2;affollati per;1;apparecchiature a distanza;1;attività quotidiane da remoto;1
offre; 2;affollati supermercati;1;applicazione di protocolli;1;attivo della salute delle;1
oggi; 2;agire di;1;applicazione per svolgere;1;attraverso anagrafe comunale contatti;1
ogni; 2;agli hub;1;appuntamenti prestazioni automatiche;1;attraverso db aziendali contatti;1
operatore; 2;agli operatori;1;aprendo e chiudendo;1;attraverso l'uso di app;1
operazioni; 2;agli ospedali;1;aprire la porta;1;audio tra infermiere e;1
out; 2;ai può;1;aprirsi con lettore;1;aula e parte di;1
pagamento; 2;aiutare nella;1;artificiale per pianificare;1;ausilio di realta virtuale;1
patologie; 2;aiutare nelle;1;ascensore aprendo e;1;ausilio di rilevamento immediato;1
permetta; 2;aiutare nello;1;ascensori semafori diagnostica;1;auto autonome automazione degli;1
personale; 2;aiuterebbe a;1;aspirazione barriere durante;1;auto purifichi guanti o;1
piccoli; 2;al covid;1;assembramenti nei luoghi;1;automatica dei posti di;1
piu; 2;al covid19;1;assistenza e telemedicina;1;automatica di parti luoghi;1
portare; 2;al minimo;1;assistenza in quanto;1;automatiche per il confezionamento;1
porte; 2;al postino;1;assistere delle persone;1;automatiche strumenti non mono;1
possibile; 2;al virus;1;attività che non;1;automatizzare e all'intelligenza artificiale;1
posti; 2;alcune attività;1;attività cliniche tramite;1;automatizzare pompe di infusione;1
posto; 2;alcuni anche;1;attività collaborative semplici;1;automatizzata protezione aspirazione barriere;1
prima; 2;alert per;1;attività come le;1;automatizzati per le operazioni;1
qualcosa; 2;alert su;1;attività di caregiver;1;automazione degli edifici tramite;1
qualsiasi; 2;all interno;1;attività di ritiro;1;automazione dei sistemi di;1
raccolta; 2;all'intelligenza artificiale;1;attività manuali in;1;automazione di attività collaborative;1
richiedono; 2;alla disinfezione;1;attività quotidiane da;1;autonoma follower dell'utilizzatore nei;1
rischio; 2;alla robotica;1;attivo della salute;1;autonome automazione degli edifici;1
salute; 2;alla semplice;1;attraverso anagrafe comunale;1;autonome e a basso;1
saprei; 2;alle presenze;1;attraverso db aziendali;1;autonome in un futuro;1
semplici; 2;alle procedure;1;attraverso l'uso di;1;autonomi per la disinfezione;1
smart; 2;allenamento patologie;1;audio tra infermiere;1;avanzata sistemi di telemetria;1
solo; 2;allo studente;1;aula e parte;1;avere la possibilità di;1
soluzioni; 2;alterazione temperatura;1;ausilio di realta;1;avere una disinfezione ottimale;1
stanze; 2;altre attività;1;ausilio di rilevamento;1;aziendali contatti paziente contagiato;1
supermercati; 2;altre interfacce;1;auto autonome automazione;1;azioni che possono essere;1
supporto; 2;altri dispositivi;1;auto purifichi guanti;1;banali occhialoni antiinfortunistici graduati;1
telecamere; 2;altri parametri;1;automatica dei posti;1;banca dati per i;1
terapia; 2;altro momento;1;automatica di parti;1;banche non possono sostituirsi;1
termica; 2;alunni e;1;automatiche per il;1;barriere durante manovre invasive;1
trasmissione; 2;ambienti di;1;automatiche strumenti non;1;basate su visione computazionale;1
trasporto; 2;ambienti in;1;automatizzare e all'intelligenza;1;base alle presenze di;1
umano; 2;ambienti remoti;1;automatizzare pompe di;1;basso costo in grado;1
usare; 2;ambienti virtuali;1;automatizzata protezione aspirazione;1;basso livello chiederei dispositivi;1
veloce; 2;ambito e;1;automatizzati per le;1;bene possono aiutare nello;1
