unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
coorfinatore; 1;di nuove;1;dottoranda di ricerca;1;front office ufficio abbonamenti;1
cuea; 1;di nuovi;1;dottorato quindi svolgo;1;gestione animazione culturale vigilanza;1
culturale; 1;di oportunita;1;due servizi diabetologici;1;gestione della spedizione del;1
cuoco; 1;di prodotto;1;e attività di;1;gestione lavori di manutenzione;1
dell'azienda; 1;di ricovero;1;e consigliare sulle;1;gestisco i rapporti tecnico;1
dell’area; 1;di robotica;1;e consigliere di;1;gnss e sensori inerziali;1
designer; 1;di ruolo;1;e del triveneto;1;grasping e virtuale reality;1
developer; 1;di servizio;1;e della promozione;1;grosso dipartimento ad alto;1
diabetologici; 1;di struttura;1;e interazione uomo;1;gruppo di ricerca sviluppo;1
diabetologo; 1;di telemedicina;1;e lezioni private;1;i clienti e attività;1
dipendenti; 1;di teleoperazione;1;e malattie endocrine;1;i rapporti tecnico commerciali;1
direzione; 1;di tutte;1;e non amministrative;1;i risultati in convegni;1
dirigo; 1;di una;1;e partner con;1;il responsabile dell’area lavoro;1
dispositivo; 1;di uno;1;è responsabile area;1;il responsabile scientifico del;1
ditte; 1;diabetologia medicina;1;e responsabile relazioni;1;impiegata di ricerca clinica;1
diversi; 1;diabetologici e;1;è responsabile settore;1;impiegato addetto alla contabilità;1
dottoranda; 1;diabetologo endocrinologo;1;e sensori inerziali;1;impiegato front office ufficio;1
due; 1;dipartimento ad;1;e svilupo di;1;impiegato nel servizio territoriale;1
educazione; 1;dipartimento prevenzione;1;e tengo eventuali;1;in anestesia e rianimazione;1
emilia; 1;dipendente part;1;e virtuale reality;1;in diversi servizi progetti;1
endocrine; 1;dipendenti 1;1;ed esami faccio;1;in particolare mi occupo;1
endocrinologo; 1;direttore di;1;ed intelligenza artificiale;1;in pensione internista diabetologo;1
engineer; 1;direttore produzione;1;educazione finanziaria e;1;in tutta la regione;1
enginer; 1;direttore scuola;1;emilia romagna più;1;incarico di organizzazione area;1
esterno; 1;direttore uo;1;endocrine alto chiascio;1;incarico di organizzazione sitro;1
eventuali; 1;direzione generale;1;engineer sviluppo di;1;infermiere con incarico di;1
familiari; 1;dirigente infermieristica;1;enginer responsabile del;1;infermieristico è responsabile settore;1
fi; 1;dirigente professioni;1;esami faccio ricerca;1;informatica e lezioni private;1
fiere; 1;dirigo la;1;eventuali lezioni o;1;ingegnere meccatronico settore automazione;1
finanziario; 1;dispositivo al;1;faccio lezioni ed;1;intelligenza artificiale per attività;1
fiscale; 1;diversi servizi;1;faccio ricerca n;1;internista impiegato nel servizio;1
fondatore; 1;docente di;1;fi posizione organizzativa;1;key account manager gestisco;1
formazione; 1;docente universitario;1;fiere ed eventi;1;la regione emilia romagna;1
full; 1;dottoranda di;1;finanziaria e consigliare;1;la stampa organizzazione fiere;1
gestisco; 1;dottorato quindi;1;fiscale e amministrativa;1;la struttura organizzata in;1
ginecologo; 1;due servizi;1;fondatore e partner;1;laboratorio presento i risultati;1
giornalista; 1;e amministrativa;1;front office ufficio;1;lavori di manutenzione infrastruttura;1
gnss; 1;e assisi;1;full stack developer;1;lavoro che si occupa;1
graphic; 1;e attività;1;gestione animazione culturale;1;lavoro da casa e;1
grasping; 1;e consigliare;1;gestione della spedizione;1;le agenzie della toscana;1
grosso; 1;e consigliere;1;gestione lavori di;1;le tematiche lavoristico previdenziali;1
gruppo; 1;e cuea;1;gestisco i rapporti;1;lezioni ed esami faccio;1
igiene; 1;e del;1;gnss e sensori;1;lezioni o esami online;1
impiegata; 1;e della;1;grasping e virtuale;1;linea di prodotto in;1
importanti; 1;e familiari;1;grosso dipartimento ad;1;malattie endocrine alto chiascio;1
inerziali; 1;e informatica;1;gruppo di ricerca;1;manager di uno studio;1
infermiere; 1;e interazione;1;i clienti e;1;manager gestisco i rapporti;1
infermieristica; 1;e lezioni;1;i rapporti tecnico;1;manager mi occupo della;1
infermieristico; 1;e malattie;1;i risultati in;1;mansioni di ricerca e;1
infrastruttura; 1;e non;1;il responsabile dell’area;1;manutenzione infrastruttura conto ditte;1
ingegnere; 1;e partner;1;il responsabile scientifico;1;medico consulente diabetologia medicina;1
ingegneria; 1;e responsabile;1;impiegata di ricerca;1;medico ospedalier in pensione;1
ingegneristico; 1;e rianimazione;1;impiegato addetto alla;1;medico responsabile raccolta sangue;1
intelligenza; 1;e ricercatore;1;impiegato nel servizio;1;medico specializzando in anestesia;1
interazione; 1;e sensori;1;in anestesia e;1;medico unità speciali continuità;1
interna; 1;e svilupo;1;in convegni internazionali;1;mi occupo anche della;1
internazionali; 1;e tengo;1;in diversi servizi;1;mi occupo della commercializzazione;1
italia; 1;e virtuale;1;in particolare mi;1;mi occupo di autonomus;1
key; 1;ed esami;1;in pensione internista;1;mobile aerea e interazione;1
laboratorio; 1;ed eventi;1;in tutta la;1;molteplici necessità personali e;1
laurea; 1;ed intelligenza;1;in tutts italia;1;n laboratorio presento i;1
lavori; 1;educazione finanziaria;1;infermiere con incarico;1;navigazione basati su gnss;1
lavoristico; 1;emilia romagna;1;infermieristico è responsabile;1;necessità personali e familiari;1
linea; 1;endocrine alto;1;informatica e lezioni;1;nel campo della robotica;1
linee; 1;engineer sviluppo;1;infrastruttura conto ditte;1;nel servizio territoriale di;1
magistrale; 1;enginer responsabile;1;ingegnere meccatronico settore;1;nuove tecnologie nel campo;1
malattie; 1;esami faccio;1;insegnante e ricercatore;1;nuovi prodotti area di;1
managing; 1;esami online;1;intelligenza artificiale per;1;occupa di robotica di;1
mansioni; 1;esterno giornalista;1;interazione uomo robot;1;occupa di tutte le;1
manutentore; 1;eventuali lezioni;1;internista diabetologo endocrinologo;1;occupo anche della consegna;1
