unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
ordinamento;  1;ingegneria dei; 1;ricerca in ingegneria; 1;NA;NA
ostetriche;  1;ingegneria gestionale; 1;scientifico studentessa universitaria; 1;NA;NA
perito;  1;ingegneria informatica; 1;scienze infermieristiche ed; 1;NA;NA
professionale;  1;ingegneria meccanica; 1;specialistica ing informatica; 1;NA;NA
ragioneria;  1;ingegneria meccatronica; 1;specializzazione anestesia e; 1;NA;NA
rianimazione;  1;istituto superiore; 1;studentessa universitaria fuoricorso; 1;NA;NA
robotica;  1;laurea 1; 1;superiore e master; 1;NA;NA
science;  1;laurea breve; 1;unico in chimica; 1;NA;NA
scientifico;  1;laurea di; 1;NA;NA;NA;NA
scienze;  1;laurea vecchio; 1;NA;NA;NA;NA
scuole;  1;laurra magistrale; 1;NA;NA;NA;NA
sistemi;  1;livello informatica; 1;NA;NA;NA;NA
soecializzazione;  1;magistrale a; 1;NA;NA;NA;NA
specialità;  1;magistrale e; 1;NA;NA;NA;NA
studentessa;  1;master in; 1;NA;NA;NA;NA
superiori;  1;master post; 1;NA;NA;NA;NA
tecnico;  1;maturità classica; 1;NA;NA;NA;NA
tecnologia;  1;media inferiore; 1;NA;NA;NA;NA
unico;  1;perito elettronico; 1;NA;NA;NA;NA
universitaria;  1;phd in; 1;NA;NA;NA;NA
universitario;  1;phd robotica; 1;NA;NA;NA;NA
vecchio;  1;post laurea; 1;NA;NA;NA;NA
NA;NA;post universitario; 1;NA;NA;NA;NA
NA;NA;ricerca in; 1;NA;NA;NA;NA
NA;NA;scientifico studentessa; 1;NA;NA;NA;NA
NA;NA;scienze infermieristiche; 1;NA;NA;NA;NA
NA;NA;scuole superiori; 1;NA;NA;NA;NA
NA;NA;specialistica ing; 1;NA;NA;NA;NA
NA;NA;specialità master; 1;NA;NA;NA;NA
NA;NA;specializzazione anestesia; 1;NA;NA;NA;NA
NA;NA;studentessa universitaria; 1;NA;NA;NA;NA
NA;NA;superiore e; 1;NA;NA;NA;NA
NA;NA;tecnologia farmaceutiche; 1;NA;NA;NA;NA
NA;NA;unico in; 1;NA;NA;NA;NA
NA;NA;universitaria fuoricorso; 1;NA;NA;NA;NA
NA;NA;vecchio ordinamento; 1;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
