unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
importante; 1;colleghi clienti; 1;connettività veloce ad;1;dei treni e i;1
imposto; 1;colleghi degli; 1;consentito alcun accesso;1;delle precauzioni e vari;1
imprese; 1;colleghi provocando; 1;consentono ugualmente la;1;di distanziare il più;1
incoraggia; 1;colleghi si; 1;contattare nessuno a;1;di esigenze inderogabili si;1
inderogabili; 1;colleghi università; 1;contatti al minimo;1;di guardia nei reparti;1
indicazioni; 1;colleghi via; 1;contatto con altri;1;di lavoro agile uniti;1
indirettamente; 1;come sopra; 1;contatto con colleghi;1;di ridurli al minimo;1
indispensabile; 1;comunque sono; 1;contatto fisco sì;1;di riunioni e congressi;1
informatori; 1;con altri; 1;contatto on line;1;di sicurezza un metro;1
interagire; 1;con colleghi; 1;covid non si;1;di stare con i;1
interazione; 1;con il; 1;da 1 mese;1;di tenere le distanze;1
internet; 1;con le; 1;da casa ora;1;di un metro e;1
intrapreso; 1;con maschera; 1;da formare e;1;dipendenti occhiali e caschi;1
invito; 1;con tutti; 1;dai decreti presidenziali;1;direttamente ma indirettamente è;1
l'ufficio; 1;congressi seminari; 1;dal regolare distanziamento;1;discrezione valutando le condizioni;1
lavora; 1;connettività veloce; 1;dando guanti maschere;1;distanza di un metro;1
lavoratori; 1;consentito alcun; 1;degli altri reparti;1;distanze anche se quasi;1
lavoriamo; 1;consentono ugualmente; 1;dei treni e;1;distanze di sicurezza un;1
limitare; 1;contattare nessuno; 1;delle precauzioni e;1;distanziamento sociale imposto su;1
limitato; 1;contatti al; 1;di distanziare il;1;distanziamento sociale previsto dai;1
limitazione; 1;contatto fisco; 1;di esigenze inderogabili;1;distanziare il più possibile;1
line; 1;contatto on; 1;di guardia nei;1;ditta ha intrapreso misure;1
mantenendo; 1;corretti dpi; 1;di lavoro agile;1;dobbiamo limitare i contatti;1
maschera; 1;covid non; 1;di ridurli al;1;dovute accortezze e dispositivi;1
maschere; 1;da 1; 1;di riunioni e;1;e caschi con maschera;1
mascherine; 1;da formare; 1;di sicurezza un;1;è chiuso quindi mi;1
medici; 1;dai decreti; 1;di stare con;1;e clienti vi è;1
meno; 1;dal regolare; 1;di tenere le;1;e con i colleghi;1
mese; 1;dando guanti; 1;di un metro;1;è consentito alcun accesso;1
minori; 1;decreti presidenziali; 1;dipendenti occhiali e;1;e dispositivi di protezione;1
misure; 1;degli altri; 1;direttamente ma indirettamente;1;e dobbiamo limitare i;1
momento; 1;dei pazienti; 1;discrezione valutando le;1;e fp3 ai dipendenti;1
né; 1;dei treni; 1;dispositivi di protezione;1;è importante mantenere le;1
necessaria; 1;delle precauzioni; 1;distanza di un;1;è impossibile poiché gli;1
necessario; 1;di distanziare; 1;distanza tra noi;1;è precluso cerchiamo di;1
nessuno; 1;di esigenze; 1;distanze anche se;1;è precluso stare a;1
nomassima; 1;di feedback; 1;distanze di sicurezza;1;e tutelare mia figlia;1
normative; 1;di guardia; 1;distanziamento sociale imposto;1;esco solo 1 volta;1
ns; 1;di lavoro; 1;distanziamento sociale previsto;1;esigenze inderogabili si incoraggia;1
numero; 1;di protezione; 1;distanziare il più;1;febbraio abbiamo adottato il;1
occhiali; 1;di ridurli; 1;ditta ha intrapreso;1;fisco sì contatto on;1
on; 1;di riunioni; 1;dobbiamo limitare i;1;formare e con i;1
ora; 1;di sicurezza; 1;dovute accortezze e;1;fp2 e fp3 ai;1
parenti; 1;di stare; 1;e caschi con;1;fp3 ai dipendenti occhiali;1
parte; 1;di tenere; 1;è chiuso quindi;1;già a febbraio abbiamo;1
parzialmente; 1;di un; 1;e clienti vi;1;giuste distanze di sicurezza;1
però; 1;dipendenti occhiali; 1;e con i;1;gli strumenti software di;1
pochino; 1;direttamente ma; 1;e congressi seminari;1;gli uffici sono chiusi;1
poco; 1;discrezione valutando; 1;è consentito alcun;1;guanti maschere fp2 e;1
poiché; 1;dispositivi di; 1;e dispositivi di;1;guardia nei reparti covid;1
possibile; 1;distanza di; 1;e dobbiamo limitare;1;ha intrapreso misure molto;1
possibili; 1;distanza ecc; 1;e fp3 ai;1;ho ricevuto indicazioni ulteriori;1
poter; 1;distanza tra; 1;e i viaggiatori;1;i colleghi degli altri;1
praticamente; 1;distanze anche; 1;è importante mantenere;1;i colleghi provocando assenza;1
precauzioni; 1;distanze di; 1;è impossibile poiché;1;i colleghi via call;1
preferisco; 1;distanziare il; 1;e mascherine chirurgiche;1;i contatti al minimo;1
presidenziali; 1;ditta ha; 1;è precluso cerchiamo;1;i lavoratori io comunque;1
preso; 1;dobbiamo limitare; 1;è precluso stare;1;i medici e dobbiamo;1
prevenire; 1;dovute accortezze; 1;e tutelare mia;1;i miei colleghi ci;1
previsto; 1;dpi disponibili; 1;e vari accorgimenti;1;i nostri clienti sono;1
prioritario; 1;e caschi; 1;esco solo 1;1;i parenti dei pazienti;1
protettiva; 1;è chiuso; 1;esigenze inderogabili si;1;i soci sono in;1
protezione; 1;e con; 1;febbraio abbiamo adottato;1;il codice ateco prioritario;1
protocollo; 1;e congressi; 1;fisco sì contatto;1;il contatto con altri;1
provocando; 1;è consentito; 1;formare e con;1;il lavoro da casa;1
puo; 1;e dispositivi; 1;fp2 e fp3;1;il ns protocollo dando;1
pur; 1;è distanziamento; 1;fp3 ai dipendenti;1;il personale da formare;1
quarantena; 1;e dobbiamo; 1;funziona molto bene;1;il personale dei treni;1
quasi; 1;e fornitori; 1;già a febbraio;1;il più possibile il;1
quindi; 1;e fp3; 1;giuste distanze di;1;il rischio e tutelare;1
rappresentanti; 1;e i; 1;gli strumenti software;1;il sistema videoconference funziona;1
reco; 1;è importante; 1;gli uffici sono;1;importante mantenere le giuste;1
regolare; 1;è impossibile; 1;guanti maschere fp2;1;impossibile poiché gli uffici;1
ricevuto; 1;e mascherine; 1;guardia nei reparti;1;imposto su clienti poco;1
ridotto; 1;e tutelare; 1;ha intrapreso misure;1;in ufficio già a;1
ridurli; 1;e utenti; 1;ho ricevuto indicazioni;1;incoraggia il lavoro da;1
ridurre; 1;e vari; 1;i colleghi degli;1;inderogabili si incoraggia il;1
rischio; 1;edili colleghi; 1;i colleghi provocando;1;indicazioni ulteriori dal regolare;1
rispettare; 1;esco solo; 1;i colleghi via;1;indirettamente è impossibile poiché;1
