unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
comuni; 2;abiti e;1;arriva dai nostri;1;attese in luoghi frequentati;1
contatto; 2;acquistati su;1;ascensori utilizzo di;1;attività di contatti umani;1
didattici; 2;acquisti di;1;assistenza in interventi;1;attività di laboratorio misure;1
ecc; 2;adibite all'assistenza;1;attese in luoghi;1;aumentando il rischio di;1
es; 2;ai pazienti;1;attività al computer;1;banconote con pulsanti di;1
esempio; 2;al computer;1;attività di contatti;1;ben precise per lavorare;1
etc; 2;al lavoro;1;attività di laboratorio;1;brochure e scrivanie condivise;1
fuori; 2;alimentari fatta;1;attività di ricerca;1;busta e consegnato on;1
giocattoli; 2;all'assistenza dei;1;aumentando il rischio;1;c’è in un ospedale;1
guanti; 2;all'interno di;1;banconote con pulsanti;1;cambierò gli abiti e;1
lascerò; 2;all'interno merce;1;ben precise per;1;campioni gadgets da visionare;1
lavoro; 2;altre persone;1;bollettini pacchi ecc;1;car sharing mezzi pubblici;1
mani; 2;altri colleghi;1;brochure e scrivanie;1;carte di credito cellulari;1
materiale; 2;altri pazienti;1;busta e consegnato;1;casa mi cambierò gli;1
materiali; 2;amazon e;1;c’è in un;1;casa spesa a domicilio;1
medica; 2;anche analisi;1;cambierò gli abiti;1;caso di ritiro per;1
medicali; 2;anche strumentazioni;1;campioni gadgets da;1;cassette radiologhe assistenza in;1
mezzi; 2;anestesie generali;1;car sharing mezzi;1;cellulari dove vengono inviate;1
ogni; 2;apparecchiature elettriche;1;carte di credito;1;che arriva dai nostri;1
on; 2;apparecchiature medicali;1;casa mi cambierò;1;che c’è in un;1
pacchi; 2;aprire contenitori;1;casa spesa a;1;che i pazienti possono;1
paziente; 2;aprire i;1;caso di ritiro;1;ci pensi ti viene;1
porte; 2;aree sanitarie;1;cassette radio grafiche;1;colleghi con le quali;1
potenzialmente; 2;arriva dai;1;cassette radiologhe assistenza;1;collocazione fuori portata per;1
pubblici; 2;ascensori utilizzo;1;cellulari dove vengono;1;come molti spazi spesso;1
pubblico; 2;assistenza in;1;che arriva dai;1;computer condivise con altri;1
pulizia; 2;attese in;1;che c’è in;1;computer condivisi uso di;1
radiologici; 2;attività al;1;che i pazienti;1;con altri colleghi con;1
ricerca; 2;attività fisica;1;ci pensi ti;1;con banconote con pulsanti;1
ricette; 2;attivita terapeutica;1;colleghi con le;1;con le quali dobbiamo;1
sanitarie; 2;aumentando il;1;collocazione fuori portata;1;con maniglie di porte;1
scrivanie; 2;auto aziendale;1;come molti spazi;1;con pulsanti di pos;1
soldi; 2;aver toccato;1;computer condivise con;1;condivise con altri colleghi;1
solo; 2;bancomat etc;1;computer condivisi uso;1;condivisi così come molti;1
spesa; 2;banconote con;1;con all'interno merce;1;condivisi uso di robot;1
spostamenti; 2;ben precise;1;con altri colleghi;1;condivisi uso stampanti scanner;1
telefono; 2;bollettini pacchi;1;con banconote con;1;consegna controllo documenti conto;1
veicoli; 2;brochure e;1;con le quali;1;consultare la documentazione dei;1
8n; 1;busta e;1;con maniglie di;1;contanti carte di credito;1
abiti; 1;c’è in;1;con pulsanti di;1;contatti umani e didattici;1
acquistati; 1;cambierò gli;1;condivisi così come;1;contatto con maniglie di;1
acquisti; 1;campioni gadgets;1;condivisi uso di;1;contenitori con all'interno merce;1
adeguato; 1;car sharing;1;condivisi uso stampanti;1;controllo documenti conto soldi;1
adibite; 1;carte di;1;consegna controllo documenti;1;così come molti spazi;1
alimentari; 1;casa mi;1;consegnato on magazzino;1;covid cassette radiologhe assistenza;1
all'altro; 1;casa spesa;1;consultare la documentazione;1;credito cellulari dove vengono;1
all'assistenza; 1;caso di;1;contanti carte di;1;da altre persone contatto;1
altre; 1;cassette radio;1;contatti umani e;1;da altri pazienti attese;1
amazon; 1;cassette radiologhe;1;contatto con maniglie;1;da pazienti potenzialmente infetti;1
analisi; 1;cellulari dove;1;contenere oggetti contaminati;1;da un posto all'altro;1
analizzare; 1;che arriva;1;contenitori con all'interno;1;da visionare e analizzare;1
anestesie; 1;che c’è;1;controllo documenti conto;1;dai nostri magazzini può;1
aree; 1;che i;1;così come molti;1;dalla porta di casa;1
arriva; 1;ci pensi;1;covid cassette radiologhe;1;decontaminazione per semplice collocazione;1
ascensori; 1;colleghi con;1;credito cellulari dove;1;dei pazienti covid positivi;1
assistenza; 1;collocazione fuori;1;da altre persone;1;delle regole ben precise;1
attese; 1;come molti;1;da altri pazienti;1;dematerializzate e le ricette;1
attivita; 1;computer condivise;1;da pazienti potenzialmente;1;denaro bollettini pacchi ecc;1
aumentando; 1;computer condivisi;1;da un posto;1;derivato da pazienti potenzialmente;1
auto; 1;computer porte;1;da visionare e;1;devo seguire delle regole;1
aver; 1;con all'interno;1;dai nostri magazzini;1;di acquisti di alimentari;1
aziendale; 1;con banconote;1;dalla porta di;1;di alimentari fatta on;1
bancomat; 1;con le;1;decontaminazione per semplice;1;di aree sanitarie adibite;1
banconote; 1;con maniglie;1;dei pazienti covid;1;di ascensori utilizzo di;1
ben; 1;con pulsanti;1;delle regole ben;1;di brochure e scrivanie;1
bollettini; 1;condivisi così;1;dematerializzate e le;1;di casa mi cambierò;1
brochure; 1;consegna controllo;1;denaro bollettini pacchi;1;di computer condivisi uso;1
busta; 1;consegnato on;1;derivato da pazienti;1;di contatti umani e;1
c’è; 1;consultare la;1;devo seguire delle;1;di credito cellulari dove;1
cambierò; 1;contanti carte;1;di acquisti di;1;di giornali condivisi uso;1
campioni; 1;contatti umani;1;di alimentari fatta;1;di laboratorio e prototipi;1
car; 1;contatto con;1;di aree sanitarie;1;di laboratorio misure sperimentali;1
carte; 1;contatto episodico;1;di ascensori utilizzo;1;di laboratorio per la;1
caso; 1;contenere oggetti;1;di brochure e;1;di lettini medici utilizzati;1
cellulari; 1;contenitori con;1;di casa mi;1;di porte con banconote;1
cibo; 1;conto soldi;1;di computer condivisi;1;di pos e sportelli;1
clienti; 1;controllo documenti;1;di contatti umani;1;di quello che c’è;1
clinica; 1;così come;1;di credito cellulari;1;di regia uso pc;1
colleghi; 1;covid cassette;1;di giornali condivisi;1;di ritiro per es;1
collocazione; 1;covid positivi;1;di laboratorio e;1;di trasporto pubblico regionale;1
condivisa; 1;credito cellulari;1;di laboratorio misure;1;di tutti i giorni;1
consegna; 1;da altre;1;di laboratorio per;1;di un router guasto;1
consegnato; 1;da altri;1;di lettini medici;1;di veicoli apparecchiature medicali;1
consultare; 1;da pazienti;1;di porte con;1;di veicoli dei clienti;1
contagio; 1;da solo;1;di pos e;1;dobbiamo svolgere la nostra;1
contaminati; 1;da un;1;di quello che;1;documenti presidi vari etc;1
contaminato; 1;da visionare;1;di regia uso;1;dopodiché gettero i guanti;1
contanti; 1;dai nostri;1;di ritiro per;1;dove vengono inviate le;1
contatti; 1;dalla porta;1;di strumenti medicali;1;e consegnato on magazzino;1
contenere; 1;decontaminazione per;1;di trasporto pubblico;1;e il tubo endotracheale;1
contenitori; 1;dei clienti;1;di tutti i;1;e la moto per;1
conto; 1;delle regole;1;di un router;1;e lavagne per l'insegnamento;1
controllo; 1;dematerializzate e;1;di veicoli apparecchiature;1;e mascherina dopodiché gettero;1
così; 1;denaro bollettini;1;di veicoli dei;1;e materiali per gli;1
credito; 1;derivato da;1;dobbiamo svolgere la;1;e mi lascerò le;1
decontaminazione; 1;devo seguire;1;documentazione dei pazienti;1;e sanificazione per quanto;1
dematerializzate; 1;di acquisti;1;documenti conto soldi;1;e scendere x la;1
denaro; 1;di alimentari;1;documenti presidi vari;1;e scrivanie condivise con;1
derivato; 1;di aree;1;dopodiché gettero i;1;e sportelli bancomat etc;1
devo; 1;di ascensori;1;dove vengono inviate;1;e uso l’auto e;1
disinfetta; 1;di brochure;1;e consegnato on;1;endotracheale per le anestesie;1
disinfezione; 1;di casa;1;e il tubo;1;es di un router;1
dobbiamo; 1;di computer;1;e la moto;1;esami radiologici su paziente;1
documentazione; 1;di contagio;1;e lavagne per;1;esecuzione prelievi ematici rifacimenti;1
domestici; 1;di contatti;1;e le ricette;1;esempio intubazione oro tracheale;1
domestico; 1;di credito;1;e mascherina dopodiché;1;esempio laringoscopio e il;1
domiciliari; 1;di gioco;1;e materiali per;1;esperimenti aumentando il rischio;1
domicilio; 1;di giornali;1;e mi lascerò;1;frequentati anche da altre;1
dopodiché; 1;di lettini;1;è potenzialmente contaminato;1;fuori dalla porta di;1
dpi; 1;di porte;1;e programmazione sanitaria;1;fuori portata per un;1
ecografo; 1;di pos;1;e prototipi condivisi;1;gadgets da visionare e;1
elettriche; 1;di quello;1;e sanificazione per;1;generali in sala operatoria;1
ematici; 1;di regia;1;e scendere x;1;gettero i guanti lascerò;1
endotracheale; 1;di ricerca;1;e scrivania condivisa;1;giornali condivisi uso stampanti;1
episodico; 1;di ritiro;1;e scrivanie condivise;1;gli abiti e mi;1
esami; 1;di robot;1;e sportelli bancomat;1;gli esperimenti aumentando il;1
esecuzione; 1;di strumenti;1;e tastiere pc;1;gli strumenti di laboratorio;1
esperimenti; 1;di trasporto;1;e uso l’auto;1;gli strumenti in laboratorio;1
exxy; 1;di tutti;1;elettriche e meccaniche;1;guanti e mascherina dopodiché;1
fare; 1;di un;1;ematici rifacimenti letti;1;guanti lascerò le scarpe;1
fatta; 1;disinfetta tutto;1;endotracheale per le;1;guasto va inserito 8n;1
fisica; 1;dobbiamo svolgere;1;es di un;1;i guanti lascerò le;1
fogli; 1;documentazione dei;1;esami radiologici su;1;i parametri vitali somministrazione;1
frequentati; 1;documenti conto;1;esecuzione prelievi ematici;1;i pazienti possono aver;1
gadgets; 1;documenti presidi;1;esempio intubazione oro;1;il rischio di contagio;1
generali; 1;dopodiché gettero;1;esempio laringoscopio e;1;il tubo endotracheale per;1
gettero; 1;dove vengono;1;esperimenti aumentando il;1;in caso di ritiro;1
gioco; 1;e analizzare;1;fare la spesa;1;in interventi radiologici spostamento;1
giornali; 1;e consegnato;1;fatta on line;1;in isolamento in casa;1
giorni; 1;e didattici;1;fogli penne exxy;1;in laboratorio sono condivisi;1
grafiche; 1;e il;1;frequentati anche da;1;in luoghi frequentati anche;1
guasto; 1;e la;1;fuori dalla porta;1;in mente da solo;1
guidare; 1;e lavagne;1;fuori portata per;1;in precedenza motori a;1
hardware; 1;e le;1;gadgets da visionare;1;in un ospedale è;1
indossero; 1;e mascherina;1;generali in sala;1;indossero guanti e mascherina;1
infetti; 1;e materiali;1;gettero i guanti;1;inserito 8n una busta;1
inserito; 1;e meccaniche;1;giocattoli materiali didattici;1;interventi radiologici spostamento paziente;1
interventi; 1;e mi;1;giornali condivisi uso;1;intubazione oro tracheale ventilazione;1
intubazione; 1;è potenzialmente;1;gli abiti e;1;inviate le ricette dematerializzate;1
invasiva; 1;e programmazione;1;gli esperimenti aumentando;1;l’auto e la moto;1
inviate; 1;e prototipi;1;gli strumenti di;1;la documentazione dei pazienti;1
isolamento; 1;e sanificazione;1;gli strumenti in;1;la moto per fare;1
l'insegnamento; 1;e scendere;1;guanti e mascherina;1;la movimentazione di veicoli;1
l’auto; 1;e scrivania;1;guanti lascerò le;1;la nostra quotidiana attività;1
laringoscopio; 1;e scrivanie;1;guasto va inserito;1;la ricerca e lavagne;1
lavagne; 1;e sportelli;1;hardware per sperimentazione;1;laboratorio e prototipi condivisi;1
lavarmi; 1;e tastiere;1;i guanti lascerò;1;laboratorio per la ricerca;1
lavorare; 1;e uso;1;i parametri vitali;1;laboratorio sono condivisi così;1
lavorative; 1;elettriche e;1;i pazienti possono;1;laringoscopio e il tubo;1
lavorativo; 1;ematici rifacimenti;1;il rischio di;1;lascerò le scarpe fuori;1
letti; 1;endotracheale per;1;il tubo endotracheale;1;lavoro di tutti i;1
lettini; 1;es di;1;in caso di;1;lavoro in precedenza motori;1
lettura; 1;es ecografo;1;in interventi radiologici;1;le anestesie generali in;1
line; 1;esami radiologici;1;in isolamento in;1;le quali dobbiamo svolgere;1
luoghi; 1;esecuzione prelievi;1;in laboratorio sono;1;le ricette dematerializzate e;1
magazzini; 1;esempio intubazione;1;in luoghi frequentati;1;le scarpe fuori dalla;1
magazzino; 1;esempio laringoscopio;1;in mente da;1;lettini medici utilizzati anche;1
maniglie; 1;esperimenti aumentando;1;in precedenza motori;1;lettura di giornali condivisi;1
manipolazioni; 1;fare la;1;in sala operatoria;1;luoghi frequentati anche da;1
mascherina; 1;fatta on;1;in un ospedale;1;magazzini può contenere oggetti;1
meccaniche; 1;fogli penne;1;indossero guanti e;1;maniglie di porte con;1
medici; 1;frequentati anche;1;infetti secrezioni sangue;1;mascherina dopodiché gettero i;1
mente; 1;fuori dalla;1;inserito 8n una;1;materiale derivato da pazienti;1
merce; 1;fuori portata;1;interventi radiologici spostamento;1;materiali per gli esperimenti;1
mini; 1;gadgets da;1;intubazione oro tracheale;1;medica e programmazione sanitaria;1
misurare; 1;generali in;1;inviate le ricette;1;medica per visite ai;1
misure; 1;gettero i;1;isolamento in casa;1;medici utilizzati anche da;1
molti; 1;giocattoli materiali;1;l’auto e la;1;mezzi pubblici utilizzo di;1
molto; 1;giornali condivisi;1;la documentazione dei;1;mi cambierò gli abiti;1
monouso; 1;gli abiti;1;la moto per;1;mi lascerò le mani;1
moto; 1;gli esperimenti;1;la movimentazione di;1;misurare i parametri vitali;1
motori; 1;gli spostamenti;1;la nostra quotidiana;1;molti spazi spesso riceviamo;1
movimentazione; 1;guanti e;1;la ricerca e;1;molto di quello che;1
muoversi; 1;guanti lascerò;1;laboratorio e prototipi;1;moto per fare la;1
no; 1;guasto va;1;laboratorio misure sperimentali;1;motori a casa spesa;1
