unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
obbligo; 3;disinfettante all'ingresso; 2;abbiamo messo il;1;aiutare per far sì;1
ora; 3;distributori di; 2;abbiamo un minimo;1;al minimo e si;1
ospedale; 3;dpi distanza; 2;abituali legati alla;1;al minimo le squadre;1
percorsi; 3;è chiuso; 2;acceda allmospedale fornendo;1;al paziente non lo;1
produzione; 3;e dei; 2;accedere in ospedale;1;al pubblico ingresso con;1
protettive; 3;e delle; 2;accedere indossando la;1;alcun protocollo poiché facciamo;1
protezione; 3;e di; 2;accesso agli ambienti;1;all ingresso vestizione con;1
regionali; 3;e distanziamento; 2;accesso con guanti;1;all ospedale confinandoli solo;1
ricreativa; 3;e guanti; 2;accesso delle persone;1;all'ingresso del luogo di;1
rimanere; 3;è in; 2;accesso negato a;1;all'ingresso della ns struttura;1
salute; 3;e non; 2;accesso per parenti;1;all'ingresso delle strutture c'è;1
scrivania; 3;e sono; 2;accompagnatori https www.aopd.veneto.it;1;all'ingresso obbligo di accedere;1
sempre; 3;e tastiere; 2;ad attività inderogabili;1;all'uso dei dispositivi individuali;1
smartworking; 3;entrare in; 2;ad un metro;1;all’uso di auto privata;1
squadre; 3;facciamo più; 2;addetto fa da;1;alla normalità lavorativa in;1
stanza; 3;i dpi; 2;adeguate tra le;1;alla ripresa delle attivita;1
studio; 3;il training; 2;adopted by following;1;alla svestizione dal materiale;1
training; 3;in azienda; 2;adottati alla ripresa;1;alla vita non lavorativa;1
turni; 3;in cui; 2;adottato alcun protocollo;1;alla volta gel disinfettante;1
usiamo; 3;in ospedale; 2;adozione linee d'indirizzo;1;alle comuni norme igieniche;1
2; 2;in particolare; 2;aereazione dei locali;1;allmospedale fornendo mascherine e;1
accedere; 2;in plexiglass; 2;agli ambienti dei;1;almeno 1 metro montati;1
appuntamento; 2;in sala; 2;agli strumenti diagnostici;1;alternanza nell'uso della mensa;1
attrezzature; 2;la distanza; 2;ai contatti dispositivi;1;altre persone è ridotto;1
bancone; 2;la sicurezza; 2;aiutare per far;1;ambienti e dei treni;1
bisogno; 2;lavoro in; 2;al minimo e;1;anche in nostra assenza;1
calzari; 2;le attività; 2;al minimo le;1;anche per pazienti che;1
cdc; 2;linee guida; 2;al paziente non;1;ancora no l’azienda è;1
chiusi; 2;lo studio; 2;al pubblico ingresso;1;ancora sono tutti a;1
cliente; 2;mani e; 2;alcun protocollo poiché;1;andare in ditta questionari;1
comprato; 2;maschere guanti; 2;all ingresso vestizione;1;aperto solo su appuntamento;1
contatti; 2;mascherina ogni; 2;all ospedale confinandoli;1;apposita un infermiere ci;1
contatto; 2;mascherine guanti; 2;all'ingresso del luogo;1;appuntamento riduzione di personale;1
coronavirus; 2;mascherine protettive; 2;all'ingresso della ns;1;assicurare presenza in uff;1
covid19; 2;ministero salute; 2;all'ingresso delle strutture;1;assistenza solo in casi;1
cuffie; 2;nei vari; 2;all'ingresso obbligo di;1;attenzione ai contatti dispositivi;1
devono; 2;nella stanza; 2;all'uso dei dispositivi;1;attività in presenza didattica;1
dipartimento; 2;non ancora; 2;all’uso di auto;1;attività lavorative sospese cominceremo;1
dipendenti; 2;ospedaliera di; 2;alla normalità lavorativa;1;attività manutentive non esercitabili;1
disinfezione; 2;per evitare; 2;alla ripresa delle;1;atto per consentire il;1
dispositivi; 2;per il; 2;alla svestizione dal;1;attrezzature due volte a;1
distributori; 2;per la; 2;alla vita non;1;auto aziendali con limitate;1
essere; 2;per ora; 2;alla volta gel;1;auto privata pulizia delle;1
fa; 2;persone e; 2;alle comuni norme;1;autorizzazione all’uso di auto;1
gg; 2;presenza di; 2;alle disposizioni aifa;1;autotrasportatore può entrare in;1
guida; 2;prima della; 2;allmospedale fornendo mascherine;1;autotrasportatori devono compilare per;1
home; 2;procedure specifiche; 2;almeno 1 metro;1;avendo ricevuto più clienti;1
igieniche; 2;pulizia delle; 2;alternanza nell'uso della;1;avessimo la certezza che;1
impianti; 2;regolamento dipartimento; 2;altre persone è;1;avuto covid19 riorganizzazione degli;1
indicati; 2;rimanere in; 2;ambiente di lavoro;1;avuto sintomi o familiari;1
indicazioni; 2;sala operatoria; 2;ambienti dei laboratori;1;azienda i distributori di;1
ingresso; 2;sì mascherina; 2;ambienti e dei;1;azienda mi ha chiesto;1
istituto; 2;si mascherine; 2;ambienti smart working;1;azienda uso di mascherine;1
l’azienda; 2;si regolamento; 2;anche in nostra;1;aziendale scritto e esposto;1
lavoriamo; 2;siamo chiusi; 2;anche per pazienti;1;aziendali con limitate persone;1
limitati; 2;sono state; 2;ancora no l’azienda;1;aziendali formali ed informali;1
limitazioni; 2;squadre di; 2;ancora sono tutti;1;bagni tra diversi gruppi;1
locali; 2;studio in; 2;andare in ditta;1;bancone catena a delimitare;1
manutenzione; 2;tutti a; 2;aperti con precauzioni;1;bancone ingressi in farmacia;1
maschere; 2;tutto lo; 2;aperto solo su;1;barriere in plexiglass in;1
metro; 2;utilizzo dpi; 2;apposita un infermiere;1;battenti circa un mese;1
ministeriali; 2;vari impianti; 2;appuntamento riduzione di;1;battuti e finalmente abbiamo;1
misure; 2;volta gel; 2;assicurare presenza in;1;bisogno di accedere in;1
nessun; 2;1 metro; 1;assistenza solo in;1;bisogno misurazione della temperatura;1
news; 2;1.5m mascherina; 1;atlanta e cdc;1;buon senso educazione igiene;1
norme; 2;10 giorni; 1;attenzione ai contatti;1;by following the law;1
occhiali; 2;19 nessun; 1;attività da casa;1;bypassano tutti i permessi;1
oltre; 2;1m gel; 1;attività in presenza;1;c'è personale dedicato al;1
oms; 2;2 clienti; 1;attività lavorative sospese;1;cambiato il training al;1
operatoria; 2;2 metri; 1;attività manutentive non;1;cambio di guanti e;1
organizzativi; 2;29 pagine; 1;atto per consentire;1;camici idrorepellenti e tutte;1
ospedaliera; 2;3 e; 1;attrezzature due volte;1;camici mascherine calzari e;1
particolare; 2;4 ore; 1;attrezzature vengono rifornite;1;capelli occhiali monouso o;1
perugia; 2;7324 oltre; 1;auto aziendali con;1;capire se provengono da;1
plexiglass; 2;a 2; 1;auto e ambienti;1;carta e spray per;1
postazioni; 2;a 3; 1;auto privata pulizia;1;cartacei per entrare nei;1
presenti; 2;a chiunque; 1;autorizzazione all’uso di;1;cartelli e obbligo di;1
può; 2;a delimitare; 1;autotrasportatore può entrare;1;casa liberandosi da ogni;1
regolamento; 2;a rischio; 1;autotrasportatori devono compilare;1;casa non può essere;1
riaprire; 2;a settimana; 1;avendo ricevuto più;1;caschi sterilizzabili o monouso;1
ridotto; 2;a training; 1;avessimo la certezza;1;casi di covid 19;1
sala; 2;abbiamo adottato; 1;avuto covid19 riorganizzazione;1;casi di fermo impianto;1
sito; 2;abbiamo delimitato; 1;avuto sintomi o;1;casi in.cui non si;1
sospensione; 2;abbiamo fatto; 1;azienda i distributori;1;caso sospetto distanziamento sociale;1
spazi; 2;abbiamo messo; 1;azienda mi ha;1;cassa integrazione si stanno;1
specifiche; 2;abbiamo un; 1;azienda uso di;1;catena a delimitare la;1
state; 2;abituali legati; 1;aziendale scritto e;1;cdc atlanta e cdc;1
stati; 2;acceda allmospedale; 1;aziendali con limitate;1;cellophan per proteggere strumenti;1
sterilizzabili; 2;accedere in; 1;aziendali formali ed;1;certezza che siano positivi;1
stringenti; 2;accedere indossando; 1;bagni tra diversi;1;certo modifiche agli strumenti;1
strumenti; 2;accesso agli; 1;bancone catena a;1;certo non possiamo frequentare;1
strutture; 2;accesso con; 1;bancone ingressi in;1;certo ufficio chiuso e;1
svestizione; 2;accesso delle; 1;barriere in plexiglass;1;che devono durare e;1
tastiere; 2;accesso negato; 1;battenti circa un;1;che escono per gli;1
triage; 2;accesso per; 1;battuti e finalmente;1;che hanno bisogno di;1
tutte; 2;accompagnatori https; 1;bisogno di accedere;1;che i fornitori autotrasportatori;1
vari; 2;ad attività; 1;bisogno misurazione della;1;che l'università stiamo seguendo;1
vengono; 2;ad un; 1;buon senso educazione;1;che misurano la temperatura;1
vestizione; 2;addetto fa; 1;by following the;1;che noi non entriamo;1
vetro; 2;adeguate tra; 1;bypassano tutti i;1;che potevano evitare di;1
volta; 2;adopted by; 1;c'è personale dedicato;1;che pulizia e aereazione;1
volte; 2;adottati alla; 1;calzari e cuffie;1;che siano positivi quindi;1
1; 1;adottato alcun; 1;cambiato il training;1;che vanno nei vari;1
1.5m; 1;adozione linee; 1;cambio di guanti;1;che viene comprato e;1
10; 1;aereazione dei; 1;camici idrorepellenti e;1;chi deve assicurare presenza;1
19; 1;agli ambienti; 1;camici mascherine calzari;1;chi ha o ha;1
1m; 1;agli strumenti; 1;capelli occhiali monouso;1;chi ha reale bisogno;1
29; 1;ai contatti; 1;capire se provengono;1;chiediamo una stanza apposita;1
3; 1;aiutare per; 1;carta e spray;1;chiesto di rimanere in;1
4; 1;al paziente; 1;cartacei per entrare;1;chirurgica guanti camici monouso;1
7324; 1;al pubblico; 1;cartelli e obbligo;1;chirurgiche camici idrorepellenti e;1
abituali; 1;al riguardo; 1;casa liberandosi da;1;chirurgici e non calzari;1
acceda; 1;al triage; 1;casa non può;1;chiunque acceda allmospedale fornendo;1
accompagnatori; 1;alcun protocollo; 1;caschi sterilizzabili o;1;chiuso e aperto solo;1
addetto; 1;all ingresso; 1;casi di covid;1;chiuso i battenti circa;1
adeguate; 1;all ospedale; 1;casi di fermo;1;chiuso l'attività in presenza;1
adopted; 1;all'ingresso del; 1;casi in.cui non;1;chiuso servizi essenziali aperti;1
adottati; 1;all'ingresso della; 1;caso sospetto distanziamento;1;chiuso stiamo predisponendo ora;1
adottato; 1;all'ingresso delle; 1;cassa integrazione si;1;chiusura al pubblico ingresso;1
adozione; 1;all'ingresso obbligo; 1;catena a delimitare;1;chiusura della mensa disinfezione;1
aereazione; 1;all'universita modulistica; 1;cdc atlanta e;1;chiusura distanza di sicurezza;1
aerosol; 1;all'uso dei; 1;cellophan per proteggere;1;chiusura totale distanziamento sociale;1
aifa; 1;all’uso di; 1;certezza che siano;1;ci deve aiutare per;1
