unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
eventi; 2;sale riunioni;2;ambienti sono piccoli;1;attiva in caso di;1
farmaci; 2;su pazienti;2;ambulatori medici ospedali;1;attività ambulatoriali e di;1
formazione; 2;100 mq;1;ambulatori strutture residenziali;1;attività controllata di formazione;1
front; 2;19 attività;1;ambulatoriali e di;1;attività di front office;1
laboratorio; 2;4 giorni;1;anche presso la;1;attività di ricerca lab;1
lavorare; 2;4 postazioni;1;archivio ed un;1;attività di sportelleria contatto;1
manager; 2;a congresso;1;asilo quindi sono;1;attività di supporto organizzativo;1
molto; 2;a contatto;1;assistenza malati covid;1;attività di sviluppo e;1
office; 2;a decine;1;assistenza sanitaria in;1;attività di sviluppo prototipale;1
ospedale; 2;a fermarmi;1;assistenza sanitaria urgente;1;attività medica intubazione ventilazione;1
potenzialmente; 2;a poche;1;attiva in caso;1;aule laboratori ambulatori medici;1
pubblici; 2;a prendere;1;attività ambulatoriali e;1;aulee per le lezioni;1
reparto; 2;a scuola;1;attività controllata di;1;bambini colleghi e genitori;1
ricerca; 2;accertati i;1;attività di front;1;caso di coordinamento delle;1
ricevere; 2;adibiti al;1;attività di ricerca;1;che presso quelli di;1
sale; 2;affollato e;1;attività di sportelleria;1;che se ne occupa;1
sospetti; 2;ai pazienti;1;attività di supporto;1;clienti o manager di;1
stessa; 2;al reparto;1;attività medica intubazione;1;clienti o partner anche;1
supporto; 2;alla diagnosi;1;aule laboratori ambulatori;1;come medico in ospedale;1
sviluppo; 2;alla settimana;1;aulee per le;1;con 4 postazioni ma;1
uffici; 2;allo sportello;1;ausili su pazienti;1;con bambini colleghi e;1
100; 1;altri colleghi;1;bambini colleghi e;1;con clienti o manager;1
19; 1;altri operatori;1;caso di coordinamento;1;con il personale che;1
accertati; 1;ambiente unico;1;che presso quelli;1;con il pubblico e;1
accomodare; 1;ambienti sono;1;che se ne;1;con numerose persone riunioni;1
adibiti; 1;ambulatori medici;1;classi per l'insegnamento;1;con pacchi posta soldi;1
affollato; 1;ambulatori strutture;1;clienti o manager;1;con persone nei quali;1
ambiente; 1;ambulatori vaccinali;1;clienti o partner;1;con soggetti in eta;1
ambienti; 1;ambulatoriali e;1;colleghi e genitori;1;con strumenti di laboratorio;1
ambulatoriali; 1;anche presso;1;come medico in;1;condiviso con altri colleghi;1
archivio; 1;archivio ed;1;con 4 postazioni;1;congresso riunioni di lavoro;1
asilo; 1;asilo quindi;1;con altri colleghi;1;consegna del defibrillatore indossabile;1
assistenziale; 1;assistenza clinica;1;con bambini colleghi;1;consentito a poche persone;1
attiva; 1;assistenza malati;1;con clienti o;1;contatto con bambini colleghi;1
aula; 1;assistenza medica;1;con colleghi multidisciplinari;1;contatto con il personale;1
aulee; 1;attiva in;1;con il personale;1;contatto con numerose persone;1
ausili; 1;attività ambulatoriali;1;con il pubblico;1;contatto con pacchi posta;1
aziende; 1;attività assistenziale;1;con numerose persone;1;contatto con persone nei;1
bagno; 1;attività clinica;1;con pacchi posta;1;controlli periodici negozi per;1
bambini; 1;attività comnerciale;1;con persone nei;1;coordinamento e sorveglianza sull’assistenza;1
bed; 1;attività controllata;1;con soggetti in;1;covid 19 attività medica;1
biologici; 1;attività fisica;1;con strumenti di;1;covid accertati i sospetti;1
campioni; 1;attività medico;1;condiviso con altri;1;covid per quanto riguarda;1
caso; 1;aule laboratori;1;conferenza e seminari;1;da decine di persone;1
citologici; 1;aule universitarie;1;congresso riunioni di;1;da un elevato numero;1
classi; 1;aulee per;1;consegna del defibrillatore;1;decine di persone diverse;1
commerciali; 1;ausili su;1;consentito a poche;1;decine di persone molti;1
comnerciale; 1;bambini colleghi;1;contatto con bambini;1;defibrillatore indossabile al paziente;1
condiviso; 1;bed manager;1;contatto con il;1;del defibrillatore indossabile al;1
conferenza; 1;campioni biologici;1;contatto con numerose;1;dello spazio e un;1
congresso; 1;caso di;1;contatto con pacchi;1;descritte reparto sala operatoria;1
consegna; 1;che presso;1;contatto con persone;1;di 100 mq con;1
consentito; 1;che se;1;controllata di formazione;1;di clienti o partner;1
consulenza; 1;classi per;1;controlli periodici negozi;1;di coordinamento delle attività;1
controllata; 1;clinica universitaria;1;coordinamento delle attività;1;di esami di supporto;1
controlleria; 1;colleghi e;1;coordinamento e sorveglianza;1;di laboratorio esperimenti in;1
controlli; 1;colleghi multidisciplinari;1;corsi di formazione;1;di lavoro è molto;1
corsi; 1;come medico;1;covid 19 attività;1;di lavoro grande ambiente;1
defibrillatore; 1;con 4;1;covid accertati i;1;di medico ma con;1
dell'assistenza; 1;con altri;1;covid per quanto;1;di persone diverse durante;1
descritte; 1;con bambini;1;da altri operatori;1;di persone molti ambienti;1
diagnosi; 1;con clienti;1;da decine di;1;di ricerca l'ingresso è;1
dialisi; 1;con colleghi;1;da un elevato;1;di ricerca lab meeting;1
difficile; 1;con dpi;1;defibrillatore indossabile al;1;di sala operatoria su;1
diffondere; 1;con numerose;1;del defibrillatore indossabile;1;di servizio attività controllata;1
dirigente; 1;con pacchi;1;dello spazio e;1;di sportelleria contatto con;1
dispensazione; 1;con pazienti;1;descritte reparto sala;1;di supporto alla diagnosi;1
distanze; 1;con persone;1;di 100 mq;1;di sviluppo e test;1
diverse; 1;con soggetti;1;di clienti o;1;dialisi ai pazienti covid;1
documenti; 1;con strumenti;1;di coordinamento delle;1;difficile mantenere le distanze;1
durante; 1;condiviso con;1;di esami di;1;diffondere il virus a;1
elevato; 1;conferenza e;1;di front office;1;diretta al paziente covid;1
eseguire; 1;congresso riunioni;1;di laboratorio esperimenti;1;dirigente infermieristico in ospedale;1
esercitazioni; 1;consegna del;1;di lavoro è;1;diverse durante un singolo;1
esposte; 1;consentito a;1;di lavoro grande;1;dove si svolge tutta;1
eta; 1;consulenza medica;1;di medico ma;1;durante un singolo giorno;1
evolutiva; 1;controllata di;1;di persone diverse;1;e ausili su pazienti;1
farlo; 1;controlleria supervisione;1;di persone molti;1;e classi per l'insegnamento;1
fermarmi; 1;controlli periodici;1;di ricerca l'ingresso;1;è consentito a poche;1
fiere; 1;coordinamento delle;1;di ricerca lab;1;e corsi di formazione;1
figli; 1;coordinamento e;1;di sala operatoria;1;e di sala operatoria;1
filiale; 1;corsi di;1;di servizio attività;1;è difficile mantenere le;1
fino; 1;covid 19;1;di sportelleria contatto;1;e esperimenti a contatto;1
fisica; 1;covid accertati;1;di supporto alla;1;e incontri con i;1
forzatamente; 1;covid per;1;di supporto organizzativo;1;e laboratori attività di;1
frequentati; 1;da altri;1;di sviluppo e;1;è molto affollato e;1
genitori; 1;da decine;1;di sviluppo prototipale;1;e molto frequentati quindi;1
già; 1;da un;1;dialisi ai pazienti;1;e quindi una singola;1
giorni; 1;defibrillatore indossabile;1;difficile mantenere le;1;e reperibilità attiva in;1
giorno; 1;del defibrillatore;1;diffondere il virus;1;e rianimazione o ps;1
grande; 1;dell'assistenza sanitaria;1;dirigente infermieristico in;1;e sorveglianza sull’assistenza sanitaria;1
inclusi; 1;delle attività;1;diverse durante un;1;e training sul suo;1
indetti; 1;dello spazio;1;dove si svolge;1;e un archivio ed;1
individuali; 1;descritte reparto;1;durante un singolo;1;e vado a prendere;1
indossabile; 1;di 100;1;e ausili su;1;ed esami partecipazioni a;1
infermiera; 1;di aziende;1;e classi per;1;ed eventi quindi contatto;1
infermieristico; 1;di clienti;1;è consentito a;1;elevato numero di studenti;1
infetta; 1;di coordinamento;1;e corsi di;1;esami di supporto alla;1
insegnamento; 1;di esami;1;e di sala;1;esami partecipazioni a congresso;1
intensiva; 1;di front;1;è difficile mantenere;1;esercitazioni e laboratori attività;1
intubazione; 1;di laboratorio;1;e esperimenti a;1;esperimenti a contatto con;1
l'ingresso; 1;di medico;1;e farlo accomodare;1;esposte per ricevere campioni;1
l'insegnamento; 1;di sala;1;e incontri con;1;eventi quindi contatto con;1
lab; 1;di servizio;1;e laboratori attività;1;fermarmi per covid 19;1
linea; 1;di sportelleria;1;e luoghi pubblici;1;fiere ed eventi quindi;1
locali; 1;di studenti;1;è molto affollato;1;figli a scuola asilo;1
luoghi; 1;diagnosi radiologica;1;e molto frequentati;1;filiale di 100 mq;1
luogo; 1;dialisi ai;1;e quindi una;1;fino a fermarmi per;1
malati; 1;difficile mantenere;1;e reperibilità attiva;1;forzatamente in contatto con;1
mangiare; 1;diffondere il;1;e rianimazione o;1;frequentati quindi la stessa;1
mantenere; 1;dirigente infermieristico;1;e sorveglianza sull’assistenza;1;front office e reperibilità;1
materiali; 1;dispensazione farmaci;1;e training sul;1;già descritte reparto sala;1
mediazioni; 1;diverse durante;1;e un archivio;1;giorni alla settimana porto;1
mediche; 1;documenti persone;1;e vado a;1;grande ambiente unico dove;1
medici; 1;dove si;1;ed esami partecipazioni;1;i miei figli a;1
mense; 1;durante un;1;ed eventi quindi;1;i nostri uffici che;1
misure; 1;e ausili;1;ed un bagno;1;i sospetti in sala;1
molti; 1;e classi;1;elevato numero di;1;il luogo di lavoro;1
mq; 1;e colleghi;1;esami di supporto;1;il paziente e farlo;1
multidisciplinari; 1;e commerciali;1;esami partecipazioni a;1;il personale che se;1
negozi; 1;è consentito;1;eseguire esami citologici;1;il posto di lavoro;1
nessuna; 1;e corsi;1;esercitazioni e laboratori;1;il pubblico e colleghi;1
numero; 1;e di;1;esperimenti a contatto;1;il virus a decine;1
numerose; 1;è difficile;1;esperimenti in laboratorio;1;in caso di coordinamento;1
occupa; 1;e esperimenti;1;esposte per ricevere;1;in contatto con il;1
occupate; 1;e farlo;1;eventi quindi contatto;1;in sala operatoria e;1
open; 1;e genitori;1;fermarmi per covid;1;in studi utilizzati da;1
operatori; 1;e incontri;1;fiere ed eventi;1;inclusi esercitazioni e laboratori;1
ora; 1;e laboratori;1;figli a scuola;1;incontri con i clienti;1
ordinarie; 1;e luoghi;1;filiale di 100;1;incontri individuali con pazienti;1
organizzativo; 1;e molto;1;fino a fermarmi;1;indossabile al paziente e;1
organizzazione; 1;è molto;1;forzatamente in contatto;1;infetta potrebbe diffondere il;1
ortesi; 1;e quindi;1;frequentati quindi la;1;intubazione ventilazione somministrazione farmaci;1
ospedali; 1;e reperibilità;1;front office e;1;l'ingresso è consentito a;1
osservazioni; 1;e rianimazione;1;già descritte reparto;1;la stessa scrivania viene;1
pacchi; 1;e riunioni;1;giorni alla settimana;1;lab meeting sala riunioni;1
parte; 1;e seminari;1;grande ambiente unico;1;laboratori ambulatori medici ospedali;1
partecipazioni; 1;e sorveglianza;1;i miei figli;1;laboratori attività di sviluppo;1
partner; 1;e tc;1;i nostri uffici;1;laboratori di ricerca l'ingresso;1
periodici; 1;e test;1;i sospetti in;1;laboratori e classi per;1
persona; 1;e training;1;il luogo di;1;laboratorio esperimenti in laboratorio;1
personale; 1;e un;1;il paziente e;1;lavoro come medico in;1
piccoli; 1;e vado;1;il personale che;1;lavoro di medico ma;1
poche; 1;ed esami;1;il posto di;1;lavoro dirigente infermieristico in;1
porto; 1;ed eventi;1;il pubblico e;1;lavoro è molto affollato;1
positivi; 1;ed un;1;il virus a;1;lavoro grande ambiente unico;1
posizionamento; 1;elevato numero;1;in caso di;1;le attività di ricerca;1
posta; 1;esami citologici;1;in contatto con;1;le aulee per le;1
postale; 1;esami di;1;in eta evolutiva;1;le lezioni in aula;1
postazioni; 1;esami partecipazioni;1;in sala operatoria;1;le lezioni saranno occupate;1
posto; 1;eseguire esami;1;in studi utilizzati;1;le stesse già descritte;1
potrebbe; 1;esercitazioni e;1;inclusi esercitazioni e;1;lezioni con strumenti di;1
prendere; 1;esperimenti a;1;incontri con i;1;lezioni ed esami partecipazioni;1
prese; 1;esperimenti in;1;incontri di lavoro;1;lezioni inclusi esercitazioni e;1
presenziare; 1;esposte per;1;incontri individuali con;1;lezioni saranno occupate da;1
prevalentemente; 1;eta evolutiva;1;individuali con pazienti;1;locali adibiti al reparto;1
progetti; 1;eventi quindi;1;indossabile al paziente;1;luogo di lavoro è;1
protesi; 1;farlo accomodare;1;infermiera terapia intensiva;1;ma le aulee per;1
