unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
abbastanza; 1;anzi con;1;come invece sta;1;considerata la varietà delle;1
accadendo; 1;associata rilevamento;1;comportano essenzialmente dei;1;contatti con personale scolastico;1
aiutarci; 1;banking può;1;comunque essere posti;1;contatti diretti con persone;1
alfabetizzazione; 1;buona soluzione;1;con associata rilevamento;1;contatto con una persona;1
ancora; 1;but not;1;con personale scolastico;1;convinto che la tutela;1
andar; 1;capillare la;1;con persone potenzialmente;1;credo di sì ma;1
andare; 1;caso non;1;con questa pandemia;1;credo in quanto si;1
anzi; 1;caso solo;1;con tono di;1;credo necessario testare tutti;1
asilo; 1;certamente sì;1;con una persona;1;credo nello specifico del;1
associata; 1;che a;1;considerata la varietà;1;credo per un tecnico;1
attenzione; 1;che gli;1;contatti con personale;1;credo si debba distribuire;1
banking; 1;che l;1;contatti diretti con;1;crisanti che a vo;1
buona; 1;che la;1;contatto con una;1;culturale una alfabetizzazione sociale;1
but; 1;che loro;1;convinto che la;1;curioso di sapere in;1
capillare; 1;che modo;1;credo di sì;1;d'aiuto e rendere più;1
cardiaca; 1;che non;1;credo in quanto;1;da subito ma l'esperienza;1
cioè; 1;che tutti;1;credo necessario testare;1;da virus non commento;1
colpiti; 1;chi è;1;credo nello specifico;1;dati personali e della;1
commento; 1;ci vuole;1;credo per un;1;debba distribuire in modo;1
comportano; 1;cioè l'home;1;credo si debba;1;debba essere rivisitata in;1
comunque; 1;colpiti da;1;crisanti che a;1;debbano comunque essere posti;1
considerata; 1;come invece;1;culturale una alfabetizzazione;1;degli studenti telecamera in;1
contagi; 1;come me;1;curioso di sapere;1;dei contatti con personale;1
contagiato; 1;comportano essenzialmente;1;d'aiuto e rendere;1;dei dati personali e;1
contatto; 1;comunque essere;1;da subito ma;1;del dottor crisanti che;1
contributo; 1;con associata;1;da virus non;1;del rispetto pur dicendo;1
convinto; 1;con personale;1;dati personali e;1;della privacy debbano comunque;1
covid; 1;con persone;1;debba distribuire in;1;della saturazione ossigeno e;1
crisanti; 1;con questa;1;debba essere rivisitata;1;della temperatura con associata;1
culturale; 1;con tono;1;debbano comunque essere;1;delle situazioni di ripresa;1
curioso; 1;con una;1;degli studenti telecamera;1;di andar via non;1
d'aiuto; 1;considerata la;1;dei contatti con;1;di dispositivi tecnologici per;1
dati; 1;contatti con;1;dei dati personali;1;di natura etica occorre;1
debbano; 1;contatti diretti;1;del dottor crisanti;1;di operazioni ma non;1
diagnosi; 1;contatto con;1;del mio lavoro;1;di ricerca no per;1
dicendo; 1;contributo sì;1;del rispetto pur;1;di robot in telepresenza;1
difficile; 1;convinto che;1;della privacy debbano;1;di sapere in quali;1
diretti; 1;credo di;1;della saturazione ossigeno;1;di sfida vogliono far;1
dispositivi; 1;credo in;1;della temperatura con;1;di sì ma allo;1
distanza; 1;credo necessario;1;delle situazioni di;1;di sì sono curioso;1
distribuire; 1;credo nello;1;di andar via;1;di soluzioni valide da;1
diventino; 1;credo per;1;di dispositivi tecnologici;1;di un contatto con;1
dottor; 1;credo si;1;di natura etica;1;di vedersi intorno didattica;1
educazione; 1;crisanti che;1;di operazioni ma;1;diagnosi precoce in modo;1
eseguito; 1;culturale una;1;di ricerca no;1;dicendo loro di andar;1
essenzialmente; 1;curioso di;1;di robot in;1;didattica l'utilizzo di robot;1
etica; 1;d'aiuto e;1;di sapere in;1;didattica mista presenza remoto;1
far; 1;da subito;1;di sfida vogliono;1;difficile considerata la varietà;1
fare; 1;da virus;1;di sì ma;1;diretti con persone potenzialmente;1
fatta; 1;dati personali;1;di sì sono;1;dispositivi tecnologici per ridurre;1
fermamente; 1;debba distribuire;1;di soluzioni valide;1;distribuire in modo capillare;1
focolai; 1;debba essere;1;di un contatto;1;diventino focolai come invece;1
frequenza; 1;debbano comunque;1;di vedersi intorno;1;dottor crisanti che a;1
generale; 1;degli studenti;1;diagnosi precoce in;1;e ai non ne;1
idioti; 1;dei contatti;1;dicendo loro di;1;e della privacy debbano;1
immersiva; 1;dei dati;1;didattica l'utilizzo di;1;è in generale nemico;1
infinite; 1;dei passaggi;1;didattica mista presenza;1;e non solo per;1
intelligenza; 1;del dottor;1;difficile considerata la;1;e rendere più immersiva;1
intorno; 1;del mio;1;diretti con persone;1;è sufficiente svolgerlo a;1
invece; 1;del rispetto;1;dispositivi tecnologici per;1;è un potenziale contagiato;1
islanda; 1;della privacy;1;distribuire in modo;1;è una buona soluzione;1
l'home; 1;della saturazione;1;diventino focolai come;1;educazione culturale una alfabetizzazione;1
l'utilizzo; 1;della temperatura;1;dottor crisanti che;1;eseguito tamponi in massa;1
limitatamente; 1;delle situazioni;1;e ai non;1;essenzialmente dei contatti con;1
lungo; 1;di andar;1;e della privacy;1;essere d'aiuto e rendere;1
malata; 1;di covid;1;e frequenza cardiaca;1;essere posti in una;1
malate; 1;di dispositivi;1;è in generale;1;essere rivisitata in quanto;1
maniera; 1;di lavoro;1;e non solo;1;essere testati al primo;1
massa; 1;di natura;1;e rendere più;1;etica occorre fare attenzione;1
me; 1;di operazioni;1;è sufficiente svolgerlo;1;far vedere che loro;1
mediando; 1;di ricerca;1;è un potenziale;1;fatta con questa pandemia;1
metterebbe; 1;di ripresa;1;è una buona;1;fermamente convinto che la;1
mista; 1;di robot;1;educazione culturale una;1;focolai come invece sta;1
modi; 1;di sapere;1;eseguito tamponi in;1;forse si non so;1
molto; 1;di sfida;1;essenzialmente dei contatti;1;future 3 5 years;1
monitoraggio; 1;di soluzioni;1;essere d'aiuto e;1;generale nemico di soluzioni;1
movimento; 1;di un;1;essere posti in;1;gli operatori sanitari periodicamente;1
natura; 1;di vedersi;1;essere rivisitata in;1;gli ospedali non diventino;1
near; 1;diagnosi precoce;1;essere testati al;1;ha eseguito tamponi in;1
necessaria; 1;dicendo loro;1;etica occorre fare;1;hanno il senso del;1
nemico; 1;didattica l'utilizzo;1;far vedere che;1;ho visto in questi;1
not; 1;didattica mista;1;fatta con questa;1;i nostri rischi comportano;1
numero; 1;difficile considerata;1;fermamente convinto che;1;idioti che non hanno;1
occorre; 1;diretti con;1;focolai come invece;1;il mio lavoro è;1
offrire; 1;dispositivi tecnologici;1;forse la tecnologia;1;il mio posto di;1
operatori; 1;distribuire in;1;forse si non;1;il numero di operazioni;1
operazioni; 1;diventino focolai;1;future 3 5;1;il senso del rispetto;1
ospedali; 1;dottor crisanti;1;future simili situazioni;1;il tempo è in;1
ossigeno; 1;e ai;1;generale nemico di;1;immersiva l'esperienza degli studenti;1
ovvio; 1;e della;1;gli operatori sanitari;1;in generale nemico di;1
pandemia; 1;e frequenza;1;gli ospedali non;1;in maniera sicuramente secondaria;1
para; 1;è in;1;ha eseguito tamponi;1;in massa credo necessario;1
parte; 1;e non;1;hanno il senso;1;in modo capillare la;1
passaggi; 1;e rendere;1;ho visto in;1;in modo che gli;1
pe; 1;è sufficiente;1;i nostri rischi;1;in modo che tutti;1
percepisco; 1;è un;1;idioti che non;1;in movimento possibilità di;1
periodi; 1;è una;1;il mio lavoro;1;in quanto ho visto;1
periodicamente; 1;educazione culturale;1;il mio posto;1;in quanto si i;1
persona; 1;eseguito tamponi;1;il numero di;1;in questi periodi troppi;1
personale; 1;essenzialmente dei;1;il senso del;1;in telepresenza potrebbe essere;1
personali; 1;essere d'aiuto;1;il tempo è;1;in the near future;1
persone; 1;essere posti;1;immersiva l'esperienza degli;1;in una posizione prioritaria;1
poco; 1;essere rivisitata;1;in che modo;1;in veneto ha eseguito;1
poi; 1;essere testati;1;in generale nemico;1;infinite ma anche le;1
posizione; 1;etica occorre;1;in maniera sicuramente;1;intelligenza umana debba essere;1
possano; 1;far vedere;1;in massa credo;1;intorno didattica mista presenza;1
possibile; 1;fare attenzione;1;in modo capillare;1;invece sta accadendo credo;1
possibilità; 1;fatta con;1;in movimento possibilità;1;l intelligenza umana debba;1
possono; 1;fermamente convinto;1;in quali modi;1;l'attività di ricerca no;1
posti; 1;focolai come;1;in quanto ho;1;l'attività didattica l'utilizzo di;1
posto; 1;forse la;1;in quanto si;1;l'esperienza degli studenti telecamera;1
potenziale; 1;forse si;1;in questi periodi;1;l'esperienza fatta con questa;1
potenzialità; 1;frequenza cardiaca;1;in telepresenza potrebbe;1;l'home banking può ridurre;1
precoce; 1;future 3;1;in the near;1;l'utilizzo di robot in;1
prepararci; 1;future simili;1;in una posizione;1;la strategia del dottor;1
presenza; 1;generale nemico;1;in veneto ha;1;la tecnologia necessaria per;1
primo; 1;gli operatori;1;infinite ma anche;1;la tutela dei dati;1
prioritaria; 1;gli ospedali;1;intelligenza umana debba;1;la varietà delle situazioni;1
privacy; 1;ha eseguito;1;intorno didattica mista;1;lavoro è sufficiente svolgerlo;1
probabilmente; 1;hanno il;1;invece sta accadendo;1;le potenzialità sono infinite;1
problematiche; 1;ho visto;1;l intelligenza umana;1;le problematiche di natura;1
pur; 1;i contagi;1;l'attività di ricerca;1;lo smart working è;1
quali; 1;i nostri;1;l'attività didattica l'utilizzo;1;lo vogliono o possono;1
remoto; 1;idioti che;1;l'esperienza degli studenti;1;loro di andar via;1
rendere; 1;il numero;1;l'esperienza fatta con;1;loro non sono colpiti;1
ricerca; 1;il senso;1;l'home banking può;1;lungo andare metterebbe a;1
riguarda; 1;il tempo;1;l'utilizzo di robot;1;ma allo stesso tempo;1
ril; 1;il vantaggio;1;la strategia del;1;ma anche le problematiche;1
ripresa; 1;immersiva l'esperienza;1;la tecnologia necessaria;1;ma ci vuole una;1
rischi; 1;in che;1;la tutela dei;1;ma il tempo è;1
rischio; 1;in generale;1;la varietà delle;1;ma l'esperienza fatta con;1
rispetto; 1;in islanda;1;lavoro è sufficiente;1;ma non tutti lo;1
ritengo; 1;in maniera;1;lavoro non penso;1;malata vedere strategia seguita;1
rivisitata; 1;in massa;1;le potenzialità sono;1;massa credo necessario testare;1
robot; 1;in movimento;1;le problematiche di;1;metterebbe a rischio il;1
robotica; 1;in parte;1;lo smart working;1;mio caso non credo;1
robotico; 1;in quali;1;lo vogliono o;1;mio caso solo parzialmente;1
sanitari; 1;in questi;1;loro di andar;1;mio lavoro è sufficiente;1
saturazione; 1;in telepresenza;1;loro non sono;1;mio lavoro non penso;1
secondaria; 1;in the;1;lungo andare metterebbe;1;mio posto di lavoro;1
seguire; 1;in una;1;ma allo stesso;1;modo capillare la tecnologia;1
seguita; 1;in veneto;1;ma anche le;1;modo che gli ospedali;1
senso; 1;infinite ma;1;ma ci vuole;1;modo che tutti possano;1
sfida; 1;intelligenza umana;1;ma il tempo;1;molto e non solo;1
simili; 1;intorno didattica;1;ma l'esperienza fatta;1;movimento possibilità di vedersi;1
sintomo; 1;invece sta;1;ma non tutti;1;natura etica occorre fare;1
smart; 1;l intelligenza;1;malata vedere strategia;1;ne percepisco il vantaggio;1
sociale; 1;l'attività di;1;malate di covid;1;near future 3 5;1
soluzione; 1;l'attività didattica;1;maniera sicuramente secondaria;1;necessaria per una diagnosi;1
soluzioni; 1;l'esperienza degli;1;massa credo necessario;1;necessario seguire la strategia;1
sospetto; 1;l'esperienza fatta;1;mediando dei passaggi;1;necessario testare tutti gli;1
specifico; 1;l'home banking;1;metterebbe a rischio;1;nel mio caso non;1
spostano; 1;l'utilizzo di;1;mio caso non;1;nel mio caso solo;1
stesso; 1;la strategia;1;mio caso solo;1;nello specifico del mio;1
studenti; 1;la tutela;1;mio lavoro è;1;nemico di soluzioni valide;1
subito; 1;la varietà;1;mio lavoro non;1;no cioè l'home banking;1
sufficiente; 1;lavoro è;1;mio posto di;1;no per l'attività didattica;1
svolgerlo; 1;lavoro non;1;mista presenza remoto;1;non credo in quanto;1
tamponi; 1;le potenzialità;1;modo capillare la;1;non credo nello specifico;1
tecnico; 1;le problematiche;1;modo che gli;1;non credo per un;1
