unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
massima; 1;di campioni;1;e uso mascherina;1;informazioni lavorative mantenendo la;1
materiale; 1;di cui;1;ed altezza pressione;1;interazioni brevi a distanza;1
me; 1;di eventi;1;ed esame obiettivo;1;l attività clinica di;1
mediazioni; 1;di formazione;1;era in ospedale;1;la distanza e non;1
medico; 1;di gruppo;1;esame obiettivo peso;1;laboratorio e ufficio e;1
metting; 1;di informazioni;1;esposti e altro;1;lavorare nello stesso ufficio;1
mobilità; 1;di materiale;1;faccio allontanare tutti;1;lavorative mantenendo la giusta;1
normale; 1;di riprese;1;fare rx e;1;lavoro con colleghi anche;1
norme; 1;di servizi;1;figli per una;1;lavoro di squadra colleghi;1
obiettivo; 1;di squadra;1;fisioterapia con i;1;lavoro prima dell'isolamento è;1
occupa; 1;di supporto;1;fornitori di servizi;1;lavoro spostamenti casa lavoro;1
occupo; 1;di tenere;1;gebitori o caregivers;1;le attività di laboratorio;1
oculistica; 1;di ufficio;1;già venuti a;1;le norme di sicurezza;1
operative; 1;dispositivi di;1;giorni abbiamo saputo;1;lezioni in aula con;1
operatori; 1;distanza e;1;i bambini presso;1;lezioni private o consulenza;1
ordinaria; 1;distanziamento fisico;1;i colleghi lezioni;1;lo svolgimento dell’attività assistenziale;1
organizzativo; 1;dm e;1;i gebitori o;1;lontano il più possibike;1
pagamenti; 1;documenti conto;1;i maneggiare i;1;loro esposti e altro;1
parenti; 1;dopo 10;1;i nostri figli;1;mantenendo la giusta distanza;1
parte; 1;dovrò ascoltarle;1;i pazienti acquisto;1;massima attenzione utilizzo dispositivi;1
passare; 1;dpi e;1;i prodotti e;1;medica collaborazione con colleghi;1
passiva; 1;e altro;1;il contatto diretto;1;metting attività operative organizzazione;1
paziente; 1;e bisognerà;1;il distanziamento fisico;1;mobilità attiva e passiva;1
permettere; 1;e collaboratori;1;il dpi e;1;nei locali della banca;1
personali; 1;e corsi;1;il nostro studio;1;nei vari progetti riunioni;1
peso; 1;e dal;1;il personale che;1;noi e dopo 10;1
porre; 1;e didattica;1;il più possibike;1;non permettere affluenza nei;1
portatori; 1;e dopo;1;in aula con;1;normale attività clinica che;1
positivi; 1;e formativo;1;in aula insieme;1;normali comunicazioni da ufficio;1
possibike; 1;e guanti;1;in ospedale ricoverato;1;normali per lavoro prima;1
possibile; 1;e i;1;in ufficio da;1;norme di sicurezza previste;1
possibili; 1;e non;1;incontri con colleghi;1;nostri figli per una;1
possibilità; 1;e operatori;1;incontri personali in;1;o caregivers che accompagnano;1
potenzialmente; 1;e parlare;1;informazioni lavorative mantenendo;1;o condivisione degli spazi;1
pressione; 1;e passiva;1;interaizone principalmente verbale;1;o lavori di gruppo;1
presso; 1;e porre;1;interazioni brevi a;1;obiettivo peso ed altezza;1
prestare; 1;è probabile;1;l attività clinica;1;occupa di tenere i;1
prevenzione; 1;e problem;1;la distanza e;1;operative organizzazione di eventi;1
previste; 1;e rispettare;1;la giusta distanza;1;operatori potenzialmente portatori come;1
prima; 1;e riunioni;1;laboratorio e didattica;1;ospedale ricoverato con covid;1
principalmente; 1;è successo;1;laboratorio e ufficio;1;parlare confrontarmi e porre;1
private; 1;e tc;1;lavorare nello stesso;1;parlare passare i prodotti;1
probabile; 1;e tentata;1;lavorative mantenendo la;1;passare i prodotti e;1
problem; 1;e ufficio;1;lavori di gruppo;1;paziente e parlare col;1
procedurre; 1;e uso;1;lavoro con colleghi;1;pazienti acquisto di materiale;1
prodotti; 1;ed altezza;1;lavoro di squadra;1;pazienti da collocare nei;1
progetti; 1;ed esame;1;lavoro in lab;1;pazienti da sottoporre a;1
può; 1;era in;1;lavoro in team;1;per l attività clinica;1
qualsiasi; 1;esame obiettivo;1;lavoro prima dell'isolamento;1;per lavoro prima dell'isolamento;1
