unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
cannot; 2;interventi chirurgici; 2;alle persone l’educazione; 1;assistenza ai paziente malati;1
cantiere; 2;l’attività di; 2;alternanza del personale; 1;attenti ad individuare eventuali;1
carico; 2;la stagione; 2;alterni mascherina vetro; 1;attenzione a dettagli prima;1
chirurgici; 2;lavoro al; 2;altra regione di; 1;attenzione alla contagiosità per;1
chiusa; 2;lavoro con; 2;altri da vetri; 1;attenzione verso i pz;1
clinica; 2;lavoro molto; 2;altrimenti le mie; 1;attivato home working per;1
collaboratori; 2;le precauzioni; 2;altro aspetto che; 1;attivazione mezzi di mediazione;1
conference; 2;le urgenze; 2;ambiente confinato casa; 1;attività che non posso;1
confronti; 2;lo smart; 2;ambiente sociale scuola; 1;attività chiusa il 4;1
così; 2;malati covid; 2;ambulatori non necessari; 1;attività di comunicazione telefonica;1
didattica; 2;meeting virtuali; 2;anche al lavoro; 1;attività di laboratorio faccio;1
differenza; 2;mi sono; 2;anche da vetro; 1;attività di smart working;1
diminuita; 2;mia attività; 2;anche la formazione; 1;attività e proseguito da;1
distanziamento; 2;miei clienti; 2;anche perché localizzate; 1;attività fisica in casa;1
diversa; 2;mio lavoro; 2;anche precedentemetne al; 1;attivita in studio sospesa;1
dobbiamo; 2;non covid; 2;ancora blindati e; 1;attività lavorativa si svolgeva;1
dovuto; 2;non più; 2;andare all'estero dove; 1;attività lavorativa sul territorio;1
eventi; 2;non possiamo; 2;andare dai miei; 1;attività non si riescono;1
eventuali; 2;non potendo; 2;andare in bagno; 1;attività non sono cambiate;1
far; 2;non vado; 2;andare in ufficio; 1;attualmente è diminuito inquanto;1
fare; 2;numero di; 2;andavo in ufficio; 1;aumentata attività lavorativa sul;1
fisica; 2;ore lavorative; 2;annullate la maggior; 1;aumentata la difficoltà di;1
forzate; 2;per attività; 2;annullato ero in; 1;aumentate i meeting on;1
gestione; 2;per il; 2;annullato il contratto; 1;aumentati i turni notturni;1
giorni; 2;per le; 2;anticontagio suggerite dal; 1;aumentato impegno giornaliero per;1
giorno; 2;per ora; 2;any experiment works; 1;aumentato le precauzioni nel;1
impegno; 2;posso andare; 2;approccio al paziente; 1;aumentato lo stress per;1
iniziato; 2;posso incontrare; 2;appuntamento attività di; 1;aumento casi covid aumento;1
interazione; 2;posso più; 2;aspetto che è; 1;aumento del carico soprattutto;1
internet; 2;posso svolgere; 2;assaggiare il mio; 1;aumento dell’orario di lavoro;1
interpersonali; 2;rallentato a; 2;assenza contatto pazienti; 1;aumento improvviso carica di;1
lavoriamo; 2;ridotto il; 2;assistenza ai paziente; 1;avessi avuti non avrei;1
lezione; 2;sono a; 2;attenti ad individuare; 1;avevo richiesto lo smart;1
limitata; 2;sono in; 2;attenzione a dettagli; 1;avuti non avrei potuto;1
locale; 2;sono stati; 2;attenzione alla contagiosità; 1;azienda con un ridotto;1
maggior; 2;strumenti di; 2;attenzione verso i; 1;aziende anche perché localizzate;1
maggiore; 2;termini di; 2;attivato home working; 1;aziende tramite meeting virtuali;1
mascherina; 2;tutto in; 2;attivazione mezzi di; 1;azzersto ma seguo aggiornamenti;1
modalità; 2;100 delle; 1;attività che non; 1;bagno o bere un;1
occuparsi; 2;12 ore; 1;attività chiusa il; 1;bambini a casa altrimenti;1
orario; 2;13 eventuale; 1;attività di comunicazione; 1;banco disinfettiamo tutto quello;1
passato; 2;3 studio; 1;attività di coordinamento; 1;be performed in the;1
pc; 2;4 3; 1;attività di laboratorio; 1;ben 12 ore al;1
pochi; 2;50 tempo; 1;attività di smart; 1;bere un bicchiere d'acqua;1
possibile; 2;6 alle; 1;attività e priorità; 1;bicchiere d'acqua oppure soffiarsi;1
potendo; 2;a ambiente; 1;attività e proseguito; 1;bimbi e occuparsi di;1
precauzioni; 2;a dettagli; 1;attività fisica in; 1;blindati e altri da;1
problema; 2;a far; 1;attività in presenza; 1;call annullate la maggior;1
radicalmente; 2;a gestire; 1;attivita in studio; 1;call molta difficoltà a;1
rallentato; 2;a giorni; 1;attività lavorativa si; 1;call molto lavoro al;1
ricerca; 2;a lezioni; 1;attività lavorativa sul; 1;cambiamenti o problemi sono;1
riduzione; 2;a nuovo; 1;attività non si; 1;cambiamenti organizzativi rapidi in;1
seguo; 2;a portare; 1;attività non sono; 1;cambiata organizzazione dell intera;1
smartworking; 2;a protezione; 1;attualmente è diminuito; 1;cambiate molto grazie ai;1
sociale; 2;a quanto; 1;aumentata attività lavorativa; 1;cambiato è che ora;1
solamente; 2;a quelli; 1;aumentata la difficoltà; 1;cambiato lavoravo in smart;1
sospesa; 2;a studio; 1;aumentate i meeting; 1;cambiato molto perché io;1
sospeso; 2;a trasferita; 1;aumentati i turni; 1;cambiato perché dobbiamo rispettare;1
sostanzialmente; 2;a visita; 1;aumentato impegno giornaliero; 1;cannot access to the;1
sperimentale; 2;abbiamo drasticamente; 1;aumentato le precauzioni; 1;cannot do any experiment;1
stagione; 2;abbiamo istallato; 1;aumentato lo stress; 1;cantiere i collaboratori sono;1
stare; 2;abbiamo preso; 1;aumento casi covid; 1;cantiere solo se indispensabili;1
stati; 2;abbiamo ridotto; 1;aumento del carico; 1;cantieri fermi tante conference;1
stravolto; 2;accedere continuativamente; 1;aumento dell’orario di; 1;capire alle persone l’educazione;1
strumenti; 2;access to; 1;aumento improvviso carica; 1;cardiovascolari siamo in pochi;1
studenti; 2;ad eventuali; 1;avessi avuti non; 1;carico soprattutto in termini;1
tempo; 2;ad individuare; 1;avevo richiesto lo; 1;casa altrimenti le mie;1
termini; 2;ad internet; 1;avrei potuto lavorare; 1;casa come se fossi;1
the; 2;adeguato anche; 1;avuti non avrei; 1;casa con il computer;1
tramite; 2;adesso cig; 1;azienda con un; 1;casa e smart working;1
turni; 2;aggiornamenti e; 1;aziende anche perché; 1;casa in maniera molto;1
tuttavia; 2;ai bimbi; 1;aziende tramite meeting; 1;casa in smart working;1
urgenze; 2;ai paziente; 1;azzersto ma seguo; 1;casa limitata nella parte;1
usando; 2;ai vari; 1;bagno o bere; 1;casa mandandogli programmazioni e;1
uso; 2;al covid19; 1;bambini a casa; 1;casa nonostante sia molto;1
vado; 2;al di; 1;banco disinfettiamo tutto; 1;casa partecipo online ad;1
varie; 2;al passato; 1;be performed in; 1;casa prima andavo in;1
via; 2;al pc; 1;ben 12 ore; 1;casa prima quasi sempre;1
video; 2;al telefono; 1;bere un bicchiere; 1;casa universita chiusa meeting;1
virtuali; 2;alcune attività; 1;bicchiere d'acqua oppure; 1;casi covid aumento improvviso;1
visite; 2;alcuni progetti; 1;bimbi e occuparsi; 1;causa delle lezioni da;1
100; 1;all'attività prettamente; 1;blindati e altri; 1;centro hub per le;1
12; 1;all'estero dove; 1;call annullate la; 1;chat whatsapp per gli;1
13; 1;all’inizio smart; 1;call molta difficoltà; 1;che dimezzato fatturato dei;1
3; 1;alla contagiosità; 1;call molto lavoro; 1;che è cambiato è;1
4; 1;alle 13; 1;cambiamenti o problemi; 1;che ho iniziato una;1
50; 1;alle attrezzature; 1;cambiamenti organizzativi rapidi; 1;che impatta in modo;1
6; 1;alle persone; 1;cambiata organizzazione dell; 1;che lavoro al pc;1
abbastanza; 1;alternanza del; 1;cambiate molto grazie; 1;che non posso incontrare;1
accedere; 1;alterni mascherina; 1;cambiato è che; 1;che non posso svolgere;1
access; 1;altra regione; 1;cambiato lavoravo in; 1;che ora lavoro con;1
adeguato; 1;altri da; 1;cambiato molto perché; 1;che però può essere;1
adesso; 1;altrimenti le; 1;cambiato perché dobbiamo; 1;che posso fare al;1
aggiornamenti; 1;altro aspetto; 1;cannot access to; 1;che posso simulare quasi;1
alcune; 1;ambiente confinato; 1;cannot do any; 1;che prima erano svolte;1
alcuni; 1;ambiente sociale; 1;cantiere i collaboratori; 1;che riducono la visibilità;1
all'attività; 1;ambulatori non; 1;cantiere solo se; 1;che vengono a visita;1
all'emergenza; 1;anche al; 1;cantieri fermi tante; 1;che viene toccato da;1
all'estero; 1;anche da; 1;capire alle persone; 1;chiaramente diminuito per la;1
all’inizio; 1;anche la; 1;cardiovascolari siamo in; 1;chirurgici giornalieri nello specifico;1
alternanza; 1;anche perché; 1;carica di lavoro; 1;chirurgici programmati e gli;1
alterni; 1;anche precedentemetne; 1;carico di lavoro; 1;chiusa il 4 3;1
