unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
colleghi; 1;condivisi uso;1;dei laboratori di;1;documentale e ritiro autocertificazioni;1
completa; 1;confezioni di;1;del laboratorio è;1;documenti cartacei attestazione presenza;1
comune; 1;consegna controllo;1;dell'uso ad una;1;domicilio e acquistati nei;1
comunicazioni; 1;consegnati a;1;denaro modulistica varia;1;doppi guanti o tripli;1
condivisa; 1;contaminato in;1;devono essere caricati;1;dovrò igienizzare scrivania e;1
condivisi; 1;contatto con;1;devono essere mantenuti;1;dovrò sanificate abitualmente gli;1
conferenze; 1;conto soldi;1;di accesso da;1;e acquistati nei negozi;1
confezioni; 1;controllo documentale;1;di amazon e;1;e altri saranno sottoposti;1
consegna; 1;controllo documenti;1;di computer condivisi;1;e cambio indumenti all’uscita;1
consegnati; 1;copri volante;1;di documenti cartacei;1;e codice di accesso;1
contaminati; 1;coprisedili e;1;di doppi guanti;1;è condivisa quindi una;1
contaminato; 1;da digitare;1;di prendere i;1;e copri volante oltre;1
contatto; 1;da fuori;1;di produzione attrezzi;1;e il tubo radio;1
conto; 1;da solo;1;di ricerca e;1;e le disinfetto spesso;1
copri; 1;da usare;1;di sanificare il;1;e materiali ad ogni;1
coprisedili; 1;dalle buste;1;di trasporto pubblico;1;e monouso cateteri accessi;1
dall'utente; 1;dalle cassette;1;di uso comune;1;e poi diffondere il;1
decontaminazione; 1;dei guanti;1;diffondere il virus;1;e presidi da usare;1
dell'uso; 1;dei laboratori;1;digitare su pulsantiera;1;e sistemarli nel frigo;1
dell’intervento; 1;del laboratorio;1;disinfetto con l'alcool;1;e sistemati in magazzino;1
diffondere; 1;dell'uso ad;1;disinfetto spesso con;1;e telefono documentazione fornita;1
digitare; 1;delle aulee;1;documentale e ritiro;1;e tutto ciò che;1
disinfezione; 1;denaro ecc;1;documentazione fornita dall'utente;1;è tutto contaminato in;1
dispensa; 1;denaro modulistica;1;documenti cartacei attestazione;1;è vicino allo zero;1
documentale; 1;di accesso;1;documenti conto soldi;1;ecg ecografo computer e;1
documentazione; 1;di amazon;1;domicilio e acquistati;1;ecografo computer e monouso;1
domicilio; 1;di computer;1;doppi guanti o;1;ed utilizzo oggetti da;1
doppi; 1;di documenti;1;dovrò igienizzare scrivania;1;entrati in contatto con;1
ecg; 1;di doppi;1;dovrò sanificate abitualmente;1;esempio prendere le cartelle;1
ecografo; 1;di limitarlo;1;e acquistati nei;1;esempio utilizzare il pc;1
entrati; 1;di prendere;1;e altri saranno;1;essere caricati nel gestionale;1
epidemiologici; 1;di produzione;1;e cambio indumenti;1;essere cestinati e altri;1
estrarli; 1;di ricerca;1;e codice di;1;essere mantenuti pressochè sterili;1
fine; 1;di robot;1;è condivisa quindi;1;estrarli dalle buste o;1
fisica; 1;di sanificare;1;e copri volante;1;fonendoscopio ecg ecografo computer;1
fonendoscopio; 1;di trasporto;1;e delle aulee;1;frigo o nella dispensa;1
fornita; 1;di uso;1;e il tubo;1;generi alimentari estrarli dalle;1
forse; 1;diffondere il;1;e le disinfetto;1;gestionale e sistemati in;1
frigo; 1;digitare su;1;e materiali ad;1;giocattoli e presidi da;1
fuori; 1;disinfetto con;1;e monouso cateteri;1;giorno tra pazienti e;1
generi; 1;disinfetto spesso;1;e poi diffondere;1;gli spostamenti e l'attività;1
genova; 1;documentale e;1;e presidi da;1;grafiche e il tubo;1
gestionale; 1;documentazione fornita;1;e ritiro autocertificazioni;1;guanti e le disinfetto;1
giocattoli; 1;documenti cartacei;1;e sistemarli nel;1;guanti o tripli e;1
giorno; 1;documenti conto;1;e sistemati in;1;i generi alimentari estrarli;1
grafiche; 1;domicilio e;1;e telefono documentazione;1;i guanti e le;1
igienizzare; 1;doppi guanti;1;e tutto ciò;1;i nostri ambienti devono;1
indossando; 1;dovrò igienizzare;1;è tutto contaminato;1;i presidi medico sanitari;1
indumenti; 1;dovrò sanificate;1;è vicino allo;1;i prodotti devono essere;1
infettare; 1;e acquistati;1;ecg ecografo computer;1;igienizzare scrivania e materiali;1
infettati; 1;e altri;1;ecografo computer e;1;il pc il telefono;1
isolamento; 1;e cambio;1;ed utilizzo oggetti;1;il rischio è vicino;1
l'alcool; 1;e codice;1;entrati in contatto;1;il tubo radio genova;1
l'attività; 1;è condivisa;1;esempio prendere le;1;il virus ai colleghi;1
l'utilizzo; 1;e copri;1;esempio utilizzare il;1;in cartone e sistemarli;1
laboratori; 1;e delle;1;essere caricati nel;1;in casa ed utilizzo;1
laboratorio; 1;e il;1;essere cestinati e;1;in contatto con il;1
lezione; 1;e l'attività;1;essere mantenuti pressochè;1;in isolamento in casa;1
limitarlo; 1;e le;1;estrarli dalle buste;1;in luoghi pubblici posate;1
limitatamente; 1;e materiali;1;fonendoscopio ecg ecografo;1;in sale riunioni mangiare;1
linkage; 1;e monouso;1;frigo o nella;1;in un reparto covid;1
luoghi; 1;e operatori;1;generi alimentari estrarli;1;indumenti all’uscita santificazione completa;1
magazzino; 1;e poi;1;gestionale e sistemati;1;infettare lo strumento e;1
maneggiare; 1;e presidi;1;giocattoli e presidi;1;io vedo 50 100;1
mangiare; 1;e relazioni;1;giorno tra pazienti;1;isolamento in casa ed;1
maniglie; 1;e ritiro;1;gli oggetti sanitari;1;l'alcool indossando i guanti;1
mantenuti; 1;e sistemarli;1;gli oggetti scolastici;1;la merce con l'utilizzo;1
medicali; 1;e sistemati;1;gli spostamenti e;1;la possibilità di sanificare;1
medico; 1;e telefono;1;grafiche e il;1;la strumentazione del laboratorio;1
merce; 1;e tutto;1;guanti e le;1;laboratori di ricerca e;1
modulistica; 1;è tutto;1;guanti o tripli;1;laboratorio è condivisa quindi;1
molto; 1;è vicino;1;i generi alimentari;1;le cartelle spostare barelle;1
necessariamente; 1;ecg ecografo;1;i guanti e;1;le cassette radio grafiche;1
negozi; 1;ecografo computer;1;i nostri ambienti;1;le confezioni di amazon;1
oggetto; 1;ed utilizzo;1;i presidi medico;1;le disinfetto spesso con;1
ogni; 1;entrati in;1;i prodotti devono;1;le prendo con i;1
oltre; 1;esempio prendere;1;igienizzare scrivania e;1;le strumentazioni dei laboratori;1
operatori; 1;esempio utilizzare;1;il pc il;1;li disinfetto con l'alcool;1
perchè; 1;essere caricati;1;il rischio è;1;limitatamente agli oggetti consegnati;1
persona; 1;essere cestinati;1;il tubo radio;1;lo strumento e poi;1
persone; 1;essere infettati;1;il virus ai;1;luoghi pubblici posate ecc;1
pezzi; 1;essere mantenuti;1;in cartone e;1;mangiare in luoghi pubblici;1
poi; 1;estrarli dalle;1;in casa ed;1;maniglie suppellettili ma stiamo;1
portatile; 1;fine dell’intervento;1;in contatto con;1;materiali ad ogni lezione;1
posate; 1;fonendoscopio ecg;1;in isolamento in;1;materiali di uso comune;1
possibilità; 1;fornita dall'utente;1;in luoghi pubblici;1;medico sanitari entrati in;1
potrebbe; 1;frigo o;1;in sale riunioni;1;merce con l'utilizzo dei;1
pratiche; 1;generi alimentari;1;in un reparto;1;molto vicini al paziente;1
prendo; 1;genova portatile;1;indossando i guanti;1;monouso cateteri accessi vascolari;1
presenza; 1;gestionale e;1;indumenti all’uscita santificazione;1;monouso fonendoscopio ecg ecografo;1
pressochè; 1;giocattoli e;1;infettare lo strumento;1;nel frigo o nella;1
prima; 1;giorno tra;1;io vedo 50;1;nel gestionale e sistemati;1
procedo; 1;gli strumenti;1;isolamento in casa;1;non monouso fonendoscopio ecg;1
produzione; 1;grafiche e;1;l'alcool indossando i;1;nostri ambienti devono essere;1
pubblici; 1;guanti e;1;l'utilizzo dei guanti;1;o dalle cassette in;1
pubblico; 1;guanti o;1;la merce con;1;o tripli e cambio;1
pulsantiera; 1;i generi;1;la possibilità di;1;oggetti consegnati a domicilio;1
può; 1;i nostri;1;la strumentazione del;1;oggetti in sale riunioni;1
quindi; 1;i pazienti;1;laboratori di ricerca;1;oggetti molto vicini al;1
regionale; 1;i presidi;1;laboratorio è condivisa;1;oggetti possono essere cestinati;1
relazioni; 1;i prodotti;1;le cartelle spostare;1;oggetto che arrivano da;1
reparto; 1;igienizzare scrivania;1;le cassette radio;1;oltre la possibilità di;1
ricerca; 1;il paziente;1;le confezioni di;1;pc e telefono documentazione;1
rischio; 1;il pc;1;le disinfetto spesso;1;per comunicazioni e relazioni;1
ritiro; 1;il rischio;1;le prendo con;1;per gli spostamenti e;1
riunioni; 1;il telefono;1;le strumentazioni dei;1;perchè i nostri ambienti;1
robot; 1;il tubo;1;li disinfetto con;1;persona potrebbe infettare lo;1
sale; 1;il veicolo;1;limitatamente agli oggetti;1;persone al giorno tra;1
sanificare; 1;il virus;1;lo strumento e;1;pezzi di produzione attrezzi;1
sanificate; 1;in azienda;1;lo utilizzano successivamente;1;poi diffondere il virus;1
santificazione; 1;in cartone;1;luoghi pubblici posate;1;possibilità di sanificare il;1
scambio; 1;in casa;1;ma stiamo attenti;1;possono essere cestinati e;1
scolastici; 1;in contatto;1;maneggiare strumenti sanitari;1;potenzialmente possono essere infettati;1
scrivania; 1;in isolamento;1;mangiare in luoghi;1;potrebbe infettare lo strumento;1
sistemarli; 1;in luoghi;1;maniglie suppellettili ma;1;pratiche assegni cambiali denaro;1
sistemati; 1;in magazzino;1;mantenuti pressochè sterili;1;prendere car sharing o;1
soldi; 1;in sale;1;materiali ad ogni;1;prendere i generi alimentari;1
