unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
fisici; 2;a laboratori;1;al momento si;1;ambulatoriale tutto poi obbligatorio;1
incontri; 2;a lavorare;1;al momento sì;1;amministratori condominiali e il;1
istituto; 2;a piedi;1;al venerdì e;1;an authorization from director;1
l'accesso; 2;a suo;1;alcuni laboratori di;1;analisi amianto corsi sicurezza;1
laboratorio; 2;a terra;1;all'inizio del turno;1;anche se la mia;1
momento; 2;a torino;1;altrimenti è stata;1;anche tornato nella mia;1
motivi; 2;a tutto;1;ambulatoriale tutto poi;1;andare in ufficio anche;1
necessità; 2;accedere al;1;amianto corsi sicurezza;1;andare in ufficio ma;1
ovunque; 2;accedere per;1;amministratori condominiali e;1;andare ma avrei bisogno;1
psicoterapia; 2;accedo al;1;an authorization from;1;anestesiologica prima dell'intervento chirurgico;1
pubblici; 2;access reparti;1;analisi amianto corsi;1;aperta perché rientra nelle;1
quarantena; 2;access with;1;anche se la;1;aperto ma è consigliato;1
sicurezza; 2;accesso a;1;anche tornato nella;1;arrivarci ed è troppo;1
stare; 2;accesso ai;1;andare a piedi;1;ascensori messa a terra;1
studio; 2;accortezze e;1;andare ma avrei;1;autorizzazione del direttore da;1
turno; 2;ad eccezione;1;anestesiologica prima dell'intervento;1;autorizzazione e comunque non;1
urgenti; 2;agibile solo;1;aperta perché rientra;1;avrei bisogno di autorizzazione;1
accedo; 1;ai luoghi;1;aperto ma è;1;azienda è a torino;1
accortezze; 1;ai servizi;1;arrivarci ed è;1;aziende dei miei clienti;1
agibile; 1;al centro;1;ascensori messa a;1;bisogno di autorizzazione e;1
all'inizio; 1;al dipartimento;1;attrezzature lì presenti;1;cambiato solo l orario;1
altri; 1;al mio;1;authorization from director;1;casa in modo da;1
altrimenti; 1;al venerdì;1;autorizzazione del direttore;1;casa non vado più;1
ambulatori; 1;alcuni laboratori;1;autorizzazione e comunque;1;caso di oggettiva necessità;1
amianto; 1;alcuni scuole;1;avrei bisogno di;1;categorie che possono lavorare;1
amministratori; 1;all'inizio del;1;azienda è a;1;cautelativamente non mi reco;1
an; 1;altri reparti;1;aziende dei miei;1;certi luoghi posso entrare;1
analisi; 1;altrimenti è;1;bisogno di autorizzazione;1;che potrei andare ma;1
ancora; 1;ambulatori privati;1;cambiato solo l;1;che sia tutto ok;1
anestesiologica; 1;ambulatoriale tutto;1;cantieri non raggiungibili;1;chiede dinstare a casa;1
aperta; 1;amianto corsi;1;cantieri sono chiusi;1;chiuso a tutto il;1
aperto; 1;amministratori condominiali;1;casa in modo;1;chiuso l'ambulatorio in cui;1
arrivarci; 1;an authorization;1;casa non vado;1;ci sono i robot;1
ascensori; 1;analisi amianto;1;caso di oggettiva;1;città roma a lavorare;1
attrezzature; 1;anche se;1;categorie che possono;1;clienti e cantieri non;1
attualmente; 1;anche tornato;1;cautelativamente non mi;1;comunque non potrei lavorare;1
aule; 1;ancora pulita;1;certi luoghi posso;1;con gli amministratori condominiali;1
authorization; 1;andare a;1;che possono lavorare;1;con imprescindibili e urgenti;1
azienda; 1;andare ma;1;che potrei andare;1;con la mia famiglia;1
aziende; 1;anestesiologica prima;1;che sia tutto;1;con le dovute accortezze;1
bisogno; 1;aperta perché;1;chiede dinstare a;1;con un'autorizzazione e solo;1
cambiato; 1;aperto ma;1;chiuso a tutto;1;concesso l'ingresso ai luoghi;1
casi; 1;arrivarci ed;1;chiuso l'ambulatorio in;1;condominiali e il condominio;1
caso; 1;ascensori messa;1;ci sono i;1;condominio medesimo dove svolgiamo;1
categorie; 1;attrezzature lì;1;città roma a;1;consigliata la modalità smart;1
cautelativamente; 1;attualmente sì;1;clienti e cantieri;1;consigliato stare a casa;1
centro; 1;aule didattiche;1;clienti e fornitori;1;contatto con la mia;1
certi; 1;authorization from;1;comunque non potrei;1;controllare che sia tutto;1
chiede; 1;autorizzazione del;1;con gli amministratori;1;covid preclude la normale;1
chirurgico; 1;autorizzazione e;1;con imprescindibili e;1;cui veniva svolta la;1
chiusa; 1;avrei bisogno;1;con la mia;1;da casa in modo;1
chiusi; 1;azienda è;1;con le dovute;1;da casa non vado;1
città; 1;aziende dei;1;con un'autorizzazione e;1;da richiedere il giorno;1
clientela; 1;bisogno di;1;concesso l'ingresso ai;1;da stare a contatto;1
colleghi; 1;cambiato solo;1;condominiali e il;1;dal lunedì al venerdì;1
comunque; 1;cantieri non;1;condominio medesimo dove;1;degenza e di diagnostica;1
concesso; 1;cantieri sono;1;consigliata la modalità;1;del direttore da richiedere;1
condominiali; 1;casa in;1;consigliato stare a;1;del turno quando sono;1
condominio; 1;casa non;1;contatto coi colleghi;1;dell'università la mia ricerca;1
consigliata; 1;casi eccezionali;1;contatto con la;1;della strumentazione e delle;1
consigliato; 1;caso di;1;controllare che sia;1;delle attrezzature lì presenti;1
controllare; 1;categorie che;1;covid con dpi;1;di autorizzazione e comunque;1
corsi; 1;cautelativamente non;1;covid preclude la;1;di clienti e fornitori;1
dell'intervento; 1;certi luoghi;1;cui veniva svolta;1;di degenza e di;1
dell'istituto; 1;che possono;1;da casa in;1;di fatto quasi nessuno;1
dell'università; 1;che potrei;1;da casa non;1;di guardia in altri;1
diagnostica; 1;che sia;1;da richiedere il;1;di lavoro altrimenti è;1
didattiche; 1;chiede dinstare;1;da stare a;1;di oggettiva necessità mi;1
dietro; 1;chiuso a;1;dal lunedì al;1;di psicoterapia è chiusa;1
differibili; 1;chiuso l'ambulatorio;1;degenza e di;1;di ricerca dell'università la;1
dinstare; 1;ci sono;1;dei miei clienti;1;di sicurezza ascensori messa;1
dipartimento; 1;città roma;1;del direttore da;1;dietro autorizzazione del direttore;1
director; 1;coi colleghi;1;del turno quando;1;dipartimento solo dietro autorizzazione;1
direttore; 1;comunque non;1;dell'istituto di ricerca;1;direttore da richiedere il;1
dispositivi; 1;con dpi;1;dell'università la mia;1;distante per andare a;1
distante; 1;con gli;1;della strumentazione e;1;ditta è aperta perché;1
ditta; 1;con imprescindibili;1;delle attrezzature lì;1;dopo malattia ricovero quarantena;1
dopo; 1;con la;1;delle aule didattiche;1;dove ci sono i;1
dovute; 1;con le;1;di autorizzazione e;1;dove ho dovuto spostare;1
dpi; 1;con un'autorizzazione;1;di clienti e;1;dove normalmente passavo dal;1
durante; 1;concesso l'ingresso;1;di degenza e;1;dove svolgiamo verifiche di;1
eccezionali; 1;condominiali e;1;di fatto quasi;1;dovute accortezze e dispositivi;1
eccezione; 1;condominio medesimo;1;di guardia in;1;dovuto interrompere l'attività libero;1
emergenze; 1;consigliata la;1;di lavoro altrimenti;1;dovuto spostare la residenza;1
entrare; 1;consigliato stare;1;di oggettiva necessità;1;durante il turno di;1
entriamo; 1;contatto coi;1;di psicoterapia è;1;è a torino dove;1
fa; 1;contatto con;1;di ricerca dell'università;1;e agibile solo con;1
famiglia; 1;controllare che;1;di sicurezza ascensori;1;è aperta perché rientra;1
fatto; 1;corsi sicurezza;1;dietro autorizzazione del;1;è cambiato solo l;1
fiere; 1;covid con;1;dinstare a casa;1;e cantieri non raggiungibili;1
fornitori; 1;covid positivi;1;dipartimento solo dietro;1;è chiuso a tutto;1
from; 1;covid preclude;1;direttore da richiedere;1;e comunque non potrei;1
fuori; 1;cui veniva;1;dispositivi di protezione;1;è concesso l'ingresso ai;1
giorno; 1;da richiedere;1;distante per andare;1;è consigliato stare a;1
giudizio; 1;da stare;1;ditta è aperta;1;e delle attrezzature lì;1
giustificando; 1;dal lunedì;1;dopo malattia ricovero;1;e dispositivi di protezione;1
guardia; 1;degenza e;1;dove ci sono;1;e dove ho dovuto;1
imprescindibili; 1;dei miei;1;dove ho dovuto;1;e il condominio medesimo;1
indicazioni; 1;del direttore;1;dove normalmente passavo;1;è sconsigliato ma non;1
interrompere; 1;del turno;1;dove svolgiamo verifiche;1;e solo per limitati;1
l'ambulatorio; 1;dell'intervento chirurgico;1;dovute accortezze e;1;è stata consigliata la;1
l'assistenza; 1;dell'istituto di;1;dovuto interrompere l'attività;1;è stato chiuso l'ambulatorio;1
l'ingresso; 1;dell'università la;1;dovuto spostare la;1;è troppo distante per;1
lì; 1;della clientela;1;durante il turno;1;eccezione delle aule didattiche;1
libero; 1;della strumentazione;1;è a torino;1;ed è troppo distante;1
limitati; 1;delle attrezzature;1;e agibile solo;1;entrare solo all'inizio del;1
limited; 1;delle aule;1;è aperta perché;1;entriamo sono in casi;1
lunedì; 1;di autorizzazione;1;è cambiato solo;1;famiglia la mia azienda;1
malattia; 1;di clienti;1;e cantieri non;1;fatto quasi nessuno vi;1
manca; 1;di degenza;1;è chiuso a;1;fiere e luoghi pubblici;1
medesimo; 1;di diagnostica;1;e comunque non;1;fuori regione penso che;1
medici; 1;di fatto;1;è concesso l'ingresso;1;giorno prima giustificando con;1
messa; 1;di guardia;1;è consigliato stare;1;giudizio urgenti o non;1
mezzi; 1;di lavoro;1;e delle attrezzature;1;giustificando con imprescindibili e;1
mobilità; 1;di necessità;1;e di diagnostica;1;gli amministratori condominiali e;1
modalità; 1;di oggettiva;1;e dispositivi di;1;gli uffici della clientela;1
modo; 1;di protezione;1;e dove ho;1;gli uffici fisici sono;1
negozio; 1;di sicurezza;1;e il condominio;1;guardia in altri reparti;1
nessuno; 1;di tempo;1;e incontri fisici;1;ho dovuto interrompere l'attività;1
normale; 1;dietro autorizzazione;1;e luoghi pubblici;1;ho dovuto spostare la;1
normalmente; 1;dinstare a;1;è sconsigliato ma;1;i cantieri sono chiusi;1
notevolmente; 1;dipartimento solo;1;e solo per;1;i laboratori di ricerca;1
obbligatorio; 1;direttore da;1;è stata consigliata;1;i medici sono prestazioni;1
oggettiva; 1;dispositivi di;1;è stato chiuso;1;i robot e agibile;1
ok; 1;distante per;1;è troppo distante;1;il condominio medesimo dove;1
ora; 1;ditta è;1;e urgenti motivi;1;il giorno prima giustificando;1
orario; 1;dopo malattia;1;eccezione delle aule;1;il laboratorio dove ci;1
ospedali; 1;dove ci;1;ed è troppo;1;il nostro istituto è;1
palestra; 1;dove ho;1;entrare solo all'inizio;1;il turno di guardia;1
passavo; 1;dove normalmente;1;entriamo sono in;1;imprescindibili e urgenti motivi;1
penso; 1;dove svolgiamo;1;famiglia la mia;1;in caso di oggettiva;1
periodi; 1;dovute accortezze;1;fatto quasi nessuno;1;in certi luoghi posso;1
personale; 1;dovuto interrompere;1;fiere e luoghi;1;in cui veniva svolta;1
piedi; 1;dovuto spostare;1;fisici sono chiuso;1;in modo da stare;1
pmc; 1;durante il;1;fuori regione penso;1;in ufficio anche se;1
poi; 1;è a;1;giorno prima giustificando;1;in ufficio ma non;1
positivi; 1;e agibile;1;giudizio urgenti o;1;incontri con gli amministratori;1
possono; 1;è aperta;1;giustificando con imprescindibili;1;indicazioni per i medici;1
potendo; 1;è cambiato;1;gli amministratori condominiali;1;interrompere l'attività libero professionale;1
preclude; 1;e cantieri;1;gli uffici della;1;istituto aperto ma è;1
precluso; 1;è chiusa;1;gli uffici fisici;1;istituto è chiuso a;1
presenti; 1;è chiuso;1;guardia in altri;1;l'accesso ai laboratori dell'istituto;1
presso; 1;e comunque;1;ho dovuto interrompere;1;l'accesso ai laboratori è;1
prestazioni; 1;è concesso;1;ho dovuto spostare;1;l'ambulatorio in cui veniva;1
privati; 1;è consigliato;1;i cantieri sono;1;l'assistenza nei reparti covid;1
procede; 1;e delle;1;i laboratori di;1;l'attività ambulatoriale tutto poi;1
professionale; 1;e di;1;i medici sono;1;l'ingresso ai luoghi di;1
protezione; 1;e dispositivi;1;i robot e;1;la mia azienda è;1
pulita; 1;e dove;1;il condominio medesimo;1;la mia ditta è;1
pz; 1;e fornitori;1;il giorno prima;1;la mia famiglia la;1
quando; 1;e il;1;il laboratorio dove;1;la mia ricerca scientifica;1
quasi; 1;e incontri;1;il nostro istituto;1;la modalità smart working;1
raggiungibili; 1;e luoghi;1;il turno di;1;la normale mobilità durante;1
recarmi; 1;è sconsigliato;1;imprescindibili e urgenti;1;la prudenza chiede dinstare;1
reco; 1;e solo;1;in altri reparti;1;la scuola di psicoterapia;1
regione; 1;è stata;1;in casi eccezionali;1;la visita anestesiologica prima;1
reparto; 1;è stato;1;in caso di;1;laboratori dell'istituto di ricerca;1
residenza; 1;è troppo;1;in certi luoghi;1;laboratori di ricerca dell'università;1
riaperto; 1;e urgenti;1;in cui veniva;1;laboratori e incontri fisici;1
richiedere; 1;eccezione delle;1;in modo da;1;laboratori è sconsigliato ma;1
ricovero; 1;ed è;1;in ufficio anche;1;laboratorio dove ci sono;1
rientra; 1;entrare solo;1;in ufficio ma;1;lavorare a contatto coi;1
risente; 1;entriamo sono;1;incontri con gli;1;lavorare da casa in;1
robot; 1;fa accesso;1;indicazioni per i;1;lavoro altrimenti è stata;1
roma; 1;famiglia la;1;interrompere l'attività libero;1;lavoro da casa non;1
salvo; 1;fatto quasi;1;istituto aperto ma;1;le aziende dei miei;1
