unigram;n...2;bigram;n...4;trigram;n...6;quadgram;n...8
vado;  1;guanti se;  1;filtro guanti ma;  1;ffp1 ffp2 ffp3 copri;  1
viso;  1;guanti solo;  1;giorno della settimana;  1;ffp1 ffp2 ffp3 isolamento;  1
working;  1;igienizzanti camicr;  1;guanti ma non;  1;ffp2 ffp3 copri scarpe;  1
NA;NA;igienizzanti caschetto;  1;guanti se vado;  1;ffp2 ffp3 isolamento domiciliare;  1
NA;NA;igienizzanti lavorando;  1;guanti solo se;  1;ffp3 copri scarpe gel;  1
NA;NA;igienizzanti pellicola;  1;igienizzanti camici impermeabili;  1;filtro guanti ma non;  1
NA;NA;igienizzanti sanificatore;  1;igienizzanti camici monouso;  1;giorno della settimana dedicato;  1
NA;NA;igienizzanti sovracamice;  1;igienizzanti camicr chirurgico;  1;guanti ma non per;  1
NA;NA;in plastica;  1;igienizzanti caschetto con;  1;guanti se vado a;  1
NA;NA;in smart;  1;igienizzanti lavorando in;  1;guanti solo se esco;  1
NA;NA;in sostituzione;  1;igienizzanti occhiali camice;  1;igienizzanti camicr chirurgico monouso;  1
NA;NA;integrali non;  1;igienizzanti occhiali caschi;  1;igienizzanti caschetto con visiera;  1
NA;NA;isolamento domiciliare;  1;igienizzanti occhiali monouso;  1;igienizzanti lavorando in smart;  1
NA;NA;lavorando in;  1;igienizzanti pellicola cellophan;  1;igienizzanti occhiali caschi con;  1
NA;NA;lavoro solo;  1;igienizzanti sanificatore di;  1;igienizzanti occhiali monouso in;  1
NA;NA;ma non;  1;igienizzanti sovracamice cuffia;  1;igienizzanti sanificatore di ambienti;  1
NA;NA;maschere a;  1;igienizzanti visiera copricapo;  1;igienizzanti visiera copricapo cappa;  1
NA;NA;monouso in;  1;igienizzanti visiere antiinfortunistiche;  1;igienizzanti visiere antiinfortunistiche occhiali;  1
NA;NA;nel giorno;  1;in plastica o;  1;in plastica o caschetto;  1
NA;NA;non disponibili;  1;in smart working;  1;in smart working non;  1
NA;NA;non per;  1;in sostituzione delle;  1;in sostituzione delle tute;  1
NA;NA;non sono;  1;integrali non disponibili;  1;lavorando in smart working;  1
NA;NA;o caschetto;  1;lavorando in smart;  1;lavoro solo per uscire;  1
NA;NA;occhiali antiinfortunistici;  1;lavoro solo per;  1;ma non per lavoro;  1
NA;NA;occhiali camice;  1;ma non per;  1;maschere a tutto viso;  1
NA;NA;occhiali caschi;  1;maschere a tutto;  1;mascherina chirurgica nel giorno;  1
NA;NA;occhiali monouso;  1;mascherina chirurgica nel;  1;mascherina e guanti se;  1
NA;NA;pellicola cellophan;  1;monouso in plastica;  1;mascherina e guanti solo;  1
NA;NA;per lavoro;  1;nel giorno della;  1;monouso in plastica o;  1
NA;NA;per uscire;  1;non per lavoro;  1;nel giorno della settimana;  1
NA;NA;perché sono;  1;non sono necessari;  1;nessuno di questi nessuno;  1
NA;NA;plastica o;  1;occhiali antiinfortunistici camici;  1;nessuno di questi perché;  1
NA;NA;questi nessuno;  1;occhiali caschi con;  1;nessuno di questi sto;  1
NA;NA;questi perché;  1;occhiali monouso in;  1;non per lavoro solo;  1
NA;NA;questi sto;  1;per lavoro solo;  1;occhiali antiinfortunistici camici coprenti;  1
NA;NA;rifornimenti di;  1;perché sono a;  1;occhiali caschi con maschere;  1
NA;NA;rigida coprinaso;  1;plastica o caschetto;  1;occhiali monouso in plastica;  1
NA;NA;sanificatore di;  1;questi nessuno di;  1;per lavoro solo per;  1
NA;NA;se esco;  1;questi perché sono;  1;perché sono a casa;  1
NA;NA;se vado;  1;questi sto a;  1;questi nessuno di questi;  1
NA;NA;settimana dedicato;  1;rifornimenti di cibo;  1;questi perché sono a;  1
NA;NA;smart working;  1;rigida coprinaso e;  1;questi sto a casa;  1
NA;NA;solo per;  1;sanificatore di ambienti;  1;rifornimenti di cibo medicinali;  1
NA;NA;solo se;  1;se vado a;  1;rigida coprinaso e bocca;  1
NA;NA;sono a;  1;settimana dedicato ai;  1;se vado a fare;  1
NA;NA;sono necessari;  1;smart working non;  1;senza filtro guanti ma;  1
NA;NA;sostituzione delle;  1;solo per uscire;  1;settimana dedicato ai rifornimenti;  1
NA;NA;sovracamice cuffia;  1;solo se esco;  1;smart working non sono;  1
NA;NA;sto a;  1;soluzioni igienizzanti camicr;  1;soluzioni igienizzanti camici impermeabili;  1
NA;NA;tute integrali;  1;soluzioni igienizzanti caschetto;  1;soluzioni igienizzanti camici monouso;  1
NA;NA;tutto viso;  1;soluzioni igienizzanti lavorando;  1;soluzioni igienizzanti camicr chirurgico;  1
NA;NA;vado a;  1;soluzioni igienizzanti pellicola;  1;soluzioni igienizzanti caschetto con;  1
NA;NA;visiera copricapo;  1;soluzioni igienizzanti sanificatore;  1;soluzioni igienizzanti lavorando in;  1
NA;NA;visiera rigida;  1;soluzioni igienizzanti sovracamice;  1;soluzioni igienizzanti occhiali camice;  1
NA;NA;visiere antiinfortunistiche;  1;sono a casa;  1;soluzioni igienizzanti occhiali caschi;  1
NA;NA;working non;  1;sostituzione delle tute;  1;soluzioni igienizzanti occhiali monouso;  1
NA;NA;NA;NA;sto a casa;  1;soluzioni igienizzanti pellicola cellophan;  1
NA;NA;NA;NA;tute integrali non;  1;soluzioni igienizzanti sanificatore di;  1
NA;NA;NA;NA;vado a fare;  1;soluzioni igienizzanti sovracamice cuffia;  1
NA;NA;NA;NA;visiera copricapo cappa;  1;soluzioni igienizzanti visiera copricapo;  1
NA;NA;NA;NA;visiera rigida coprinaso;  1;soluzioni igienizzanti visiere antiinfortunistiche;  1
NA;NA;NA;NA;visiere antiinfortunistiche occhiali;  1;sostituzione delle tute integrali;  1
NA;NA;NA;NA;working non sono;  1;tute integrali non disponibili;  1
NA;NA;NA;NA;NA;NA;vado a fare spesa;  1
NA;NA;NA;NA;NA;NA;visiera copricapo cappa con;  1
NA;NA;NA;NA;NA;NA;visiera rigida coprinaso e;  1
NA;NA;NA;NA;NA;NA;visiere antiinfortunistiche occhiali antiinfortunistici;  1
NA;NA;NA;NA;NA;NA;working non sono necessari;  1
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA
